date,spring_baseline,robustness_check_early,robustness_check_medium,robustness_check_late
2021-01-15,0.8452548640763733,0.8460673609493645,0.8460673609493645,0.8460673609493645
2021-01-16,0.8448845835157772,0.845946367226267,0.845946367226267,0.845946367226267
2021-01-17,0.8408068835999278,0.8416452595441954,0.8416452595441954,0.8416452595441954
2021-01-18,0.8407414553008246,0.8407668516072769,0.8407668516072769,0.8407668516072769
2021-01-19,0.8420931205864446,0.8411456548694684,0.8411456548694684,0.8411456548694684
2021-01-20,0.8423751516952571,0.8407455526313322,0.8407455526313322,0.8407455526313322
2021-01-21,0.8442084083452822,0.8435486228409427,0.8435486228409427,0.8435486228409427
2021-01-22,0.8430196619751771,0.841877478823264,0.841877478823264,0.841877478823264
2021-01-23,0.8420243900633876,0.8402855777899287,0.8402855777899287,0.8402855777899287
2021-01-24,0.8398274920012031,0.8373720243947322,0.8373720243947322,0.8373720243947322
2021-01-25,0.840989247049151,0.8387220846305597,0.8387220846305597,0.8387220846305597
2021-01-26,0.8415028547173397,0.8377558811743043,0.8377558811743043,0.8377558811743043
2021-01-27,0.8402551312189641,0.8395832135924485,0.8395832135924485,0.8395832135924485
2021-01-28,0.8413262331288853,0.8413965342834042,0.8413965342834042,0.8413965342834042
2021-01-29,0.8412663432912119,0.8404774426379789,0.8404774426379789,0.8404774426379789
2021-01-30,0.8431846411231132,0.8403038609528531,0.8403038609528531,0.8403038609528531
2021-01-31,0.8413777568014893,0.8399303556187651,0.8399303556187651,0.8399303556187651
2021-02-01,0.8421009838296628,0.8407466684934715,0.8407466684934715,0.8407466684934715
2021-02-02,0.8425028233114611,0.8401620518922053,0.8401620518922053,0.8401620518922053
2021-02-03,0.8441599865799696,0.8435077959396982,0.8435077959396982,0.8435077959396982
2021-02-04,0.8478308729326122,0.8470927058190629,0.8470927058190629,0.8470927058190629
2021-02-05,0.8490721356343701,0.8471647698653675,0.8471647698653675,0.8471647698653675
2021-02-06,0.8491309626097407,0.8465457536319879,0.8465457536319879,0.8465457536319879
2021-02-07,0.8457890060122963,0.8468530119937988,0.8468530119937988,0.8468530119937988
2021-02-08,0.8486040956046821,0.8483993540344613,0.8483993540344613,0.8483993540344613
2021-02-09,0.8475002441445506,0.8491218175783496,0.8491218175783496,0.8491218175783496
2021-02-10,0.8499429040720827,0.8526805997027124,0.8526805997027124,0.8526805997027124
2021-02-11,0.8553162253692295,0.8581296612013064,0.8581296612013064,0.8581296612013064
2021-02-12,0.8579540819456446,0.8629397894320785,0.8629397894320785,0.8629397894320785
2021-02-13,0.8634445926087452,0.8693209040182122,0.8693209040182122,0.8693209040182122
2021-02-14,0.8701119684988884,0.87626286067349,0.87626286067349,0.87626286067349
2021-02-15,0.8819621420596437,0.8865915434329413,0.8865915434329413,0.8865915434329413
2021-02-16,0.8934697055011847,0.8988716938737699,0.8988716938737699,0.8988716938737699
2021-02-17,0.912393072998939,0.9170844887527252,0.9170844887527252,0.9170844887527252
2021-02-18,0.928061050240458,0.9333427874326212,0.9333427874326212,0.9333427874326212
2021-02-19,0.9399890655360095,0.9461250672079575,0.9461250672079575,0.9461250672079575
2021-02-20,0.9499829030127779,0.9536661177386585,0.9536661177386585,0.9536661177386585
2021-02-21,0.9562514519097527,0.9607104476891519,0.9607104476891519,0.9607104476891519
2021-02-22,0.9635631298504534,0.9714839033509135,0.9714839033509135,0.9714839033509135
2021-02-23,0.9688281768128292,0.9804638318516368,0.9804638318516368,0.9804638318516368
2021-02-24,0.9754951183018558,0.987565763173458,0.987565763173458,0.987565763173458
2021-02-25,0.9837010106792323,0.9926447596594212,0.9926447596594212,0.9926447596594212
2021-02-26,0.9896940125748752,0.9978502101505778,0.9978502101505778,0.9978502101505778
2021-02-27,0.9936184256119266,0.9993872741533031,0.9993872741533031,0.9993872741533031
2021-02-28,0.9959168784650991,1.003658825871131,1.003658825871131,1.003658825871131
2021-03-01,1.001822323679754,1.010120993503048,1.009764639648237,1.0101608779278526
2021-03-02,1.0077143340874093,1.0157092093338904,1.0137555053219343,1.0149745165030373
2021-03-03,1.0181211155008458,1.019200832187661,1.01684461016315,1.0175422577026199
2021-03-04,1.025254879360975,1.0268580047713625,1.023116979622597,1.0256424600229437
2021-03-05,1.0245671449434846,1.030885403930348,1.0288334145747042,1.0309021033215233
2021-03-06,1.0267153581668378,1.0350059191633811,1.0339663917951085,1.0363291711473013
2021-03-07,1.0285175008126994,1.0369966520734608,1.0375409994313796,1.0371871708746243
2021-03-08,1.0343390662022875,1.0395100239770332,1.041057926970658,1.0418709812165134
2021-03-09,1.037761697990454,1.0409711453889041,1.0427162879793683,1.0437876647950366
2021-03-10,1.0421917647489098,1.0397141225232704,1.0451823185602043,1.0440211276402087
2021-03-11,1.0456989208704557,1.042887049661755,1.0486910946162662,1.0500896732803924
2021-03-12,1.0503610051193024,1.040700706247819,1.0496166935976818,1.048464522186929
2021-03-13,1.0558024068688923,1.039165329876124,1.048681455131708,1.0489337215873658
2021-03-14,1.055236408166255,1.035641187158441,1.0450036890687109,1.0479286491468351
2021-03-15,1.0563872483533188,1.0362816847503142,1.0446991086556947,1.0529626707481836
2021-03-16,1.056384131577144,1.0334719066151827,1.042296072805215,1.05078908635715
2021-03-17,1.0580234242710835,1.0329199367807753,1.0434768363792997,1.0516597500217835
2021-03-18,1.0590416352116552,1.0343549800391758,1.0449723972524272,1.0565637144560334
2021-03-19,1.0575453797820316,1.034149758240985,1.0444431205107176,1.0584508073789451
2021-03-20,1.0564441020098136,1.0308802592908037,1.0419342682811519,1.0594734737483007
2021-03-21,1.0500042996614092,1.0276188211757586,1.0384974649895728,1.0580750405266106
2021-03-22,1.0494601925647262,1.0240037853741346,1.0371603377021588,1.0527485402980956
2021-03-23,1.0494842527720765,1.0186820702391046,1.035321840899225,1.049126575876643
2021-03-24,1.051273927363991,1.0169312149280052,1.0352037363557622,1.0481795900599469
2021-03-25,1.0517533253544917,1.0156460668031737,1.0337116590621203,1.0477846706783671
2021-03-26,1.0521383361527825,1.0094137633526041,1.0318778897243346,1.044218333515378
2021-03-27,1.0477988018397135,1.0044208326571136,1.0290357096245129,1.0396896234423352
2021-03-28,1.0382635875462023,1.000814479142025,1.0253466936331896,1.0354324156383448
2021-03-29,1.035452509347835,0.9939845039903972,1.021727342399133,1.032064418189381
2021-03-30,1.0337818316455005,0.992387278368362,1.0171832026949792,1.0320415864353893
2021-03-31,1.029144285242716,0.992118563351062,1.0162816776855599,1.0319164869536344
2021-04-01,1.024975346245409,0.9905715747216781,1.0173516128323408,1.0337977470836273
2021-04-02,1.0180045931531012,0.9849101560828607,1.016859620656077,1.032014528926884
2021-04-03,1.0097646853354563,0.9836088612524863,1.0134346968711994,1.0324435470369626
2021-04-04,1.005166109915171,0.9781875725109109,1.0114814071071392,1.0291161852054442
2021-04-05,1.001070051899401,0.9746097825581103,1.0098351649914814,1.0277974393988452
2021-04-06,0.9947055611013057,0.9749065497369387,1.0075722897527384,1.026281867446657
2021-04-07,0.9885263766322173,0.9755380174128779,1.00989258921401,1.0254986905305221
2021-04-08,0.9841396457357566,0.9726154175932463,1.0078806166302232,1.0252867758111461
2021-04-09,0.9778697330295747,0.9684519100855831,1.0013233560382864,1.0207671871168151
2021-04-10,0.973943993863098,0.9644976198522625,0.99675703267738,1.0199390721502775
2021-04-11,0.9693632984561431,0.9560118791971912,0.9903558178589379,1.012659436216116
2021-04-12,0.963198128404808,0.9496942220941175,0.9828257569374842,1.0067672019240907
2021-04-13,0.9608547437228165,0.941291282462799,0.9757635657175443,1.001461763954582
2021-04-14,0.9568150482127198,0.9344631202292518,0.9686108156806745,0.994496863769585
2021-04-15,0.9519968683034636,0.9249531709095347,0.9611858495352555,0.989764069474467
2021-04-16,0.9457913304566272,0.9159909434158962,0.9516652972346378,0.9806603989436644
2021-04-17,0.9353699065185596,0.9058747035810771,0.9433591131062357,0.9720240420752495
2021-04-18,0.9257400960304488,0.8957856126136344,0.9312057695182234,0.959356160602103
2021-04-19,0.9175895534374761,0.8881015299497749,0.921715815475034,0.9516468264252589
2021-04-20,0.9077819341798155,0.8782439840313419,0.9116883610474474,0.9413932872586326
2021-04-21,0.8969720880292045,0.8712257092334376,0.9022311710888715,0.9326487369018734
2021-04-22,0.8901240514334968,0.863496133272995,0.8966526570188827,0.9263902506456925
2021-04-23,0.8806924756074095,0.8534299122963783,0.8866279882762883,0.917664138825914
2021-04-24,0.8702099563116934,0.8455236916970198,0.8788072775962843,0.9096373384520761
2021-04-25,0.8628138467159178,0.8355894757605898,0.8692597720185709,0.9008915097795983
2021-04-26,0.8535104006573219,0.8285200070209915,0.8632084707035172,0.8939296371028967
2021-04-27,0.8439888405608325,0.8213092218282403,0.8552458541801174,0.8848710687632715
2021-04-28,0.8359465943501153,0.8136883574718404,0.8503399915178941,0.883358668378028
2021-04-29,0.8296797538952416,0.8069907743945449,0.8466904320458692,0.8792515067014545
2021-04-30,0.8206439019881864,0.7980552416557379,0.8370456888877627,0.8723945328881667
2021-05-01,0.8123375673415792,0.7896080277949463,0.8320478660512968,0.8657764130007183
2021-05-02,0.8034561584631,0.7792615492529701,0.8218843583546513,0.8607787250424356
2021-05-03,0.79575409036546,0.7741096093899537,0.8170452656291808,0.8543155239759848
2021-05-04,0.7879551600621028,0.7673752862675017,0.8107860673983931,0.8489520532622788
2021-05-05,0.7815345145918396,0.7658775266333729,0.8071612486397455,0.8438692453717186
2021-05-06,0.7779006400609555,0.7642051555789227,0.8009454357456163,0.8378491923695548
2021-05-07,0.7707817302383648,0.7595325421309393,0.7932353966582231,0.8323663065860225
2021-05-08,0.764004004609637,0.7555635245684158,0.7892152308856377,0.8275163840694186
2021-05-09,0.7559196836566389,0.7499748687802421,0.7805235705638301,0.820171014166281
2021-05-10,0.7508739054802154,0.7484249406643131,0.7769123534308863,0.8118656848244278
2021-05-11,0.7487101935199633,0.7439429997448019,0.7712825260897737,0.808238479181836
2021-05-12,0.7463620321107268,0.7424558219260233,0.765289556106341,0.8057764367028913
2021-05-13,0.7372864477040509,0.7372950184932432,0.762959786748622,0.804242031402537
2021-05-14,0.7291605596839177,0.7323273349689523,0.7582095940315294,0.7973385732174184
2021-05-15,0.7222708774651644,0.7291273367588965,0.7569810342832084,0.7909474847563158
2021-05-16,0.7168621297900369,0.7244355727720906,0.7521542940460784,0.7847047241798172
2021-05-17,0.7139754152971923,0.7234476633644769,0.7479399917219581,0.7804399975953464
2021-05-18,0.7100506561298173,0.7217514270367607,0.7447119480143212,0.7765780798874035
2021-05-19,0.7016409046645363,0.7220735032495256,0.7409448654097605,0.77321721735665
2021-05-20,0.6966756461681826,0.717146589272238,0.7398223241813254,0.7699383933234858
2021-05-21,0.6948722502148318,0.7098649938503371,0.7328307589480377,0.7641430886065553
2021-05-22,0.6899836498537225,0.7077824746762728,0.7297751126998754,0.7612636191649716
2021-05-23,0.6837861279232337,0.7075843103946668,0.7174947120589735,0.7536618192226031
2021-05-24,0.6800125665456513,0.7068034937722227,0.7149440895102346,0.7492270605482079
2021-05-25,0.6767072900804162,0.7075409463778083,0.7110338259089553,0.7497034117215191
2021-05-26,0.6747753635467362,0.701784345207128,0.709113243270044,0.745210780612334
2021-05-27,0.6716011194521134,0.7013105783998763,0.7043111477924043,0.7454619309314204
2021-05-28,0.6687532146011576,0.6997081657842114,0.6980719655239026,0.7360649203404482
2021-05-29,0.6647484003179579,0.7002896312977458,0.6958258392586816,0.7326101573716467
2021-05-30,0.6645305892756397,0.694656669375148,0.6928441108263095,0.7267710472628088
2021-05-31,0.6686260323128401,0.6978852428276425,0.6969785743413061,0.7268529954874207
