date,spring_baseline,robustness_check_early,robustness_check_medium,robustness_check_late
2021-01-01,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0
2021-01-03,0.0,0.0,0.0,0.0
2021-01-04,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,0.0
2021-01-06,0.0,0.0,0.0,0.0
2021-01-07,0.0,0.0,0.0,0.0
2021-01-08,0.0,0.0,0.0,0.0
2021-01-09,0.0,0.0,0.0,0.0
2021-01-10,0.0,0.0,0.0,0.0
2021-01-11,0.0,0.0,0.0,0.0
2021-01-12,0.0,0.0,0.0,0.0
2021-01-13,0.00018955396947497734,0.00018955396947497734,0.00018955396947497734,0.00018955396947497734
2021-01-14,0.0005211964617002787,0.0005211964617002787,0.0005211964617002787,0.0005211964617002787
2021-01-15,0.0010065629752893407,0.0010065629752893407,0.0010065629752893407,0.0010065629752893407
2021-01-16,0.00158858415990007,0.00158858415990007,0.00158858415990007,0.00158858415990007
2021-01-17,0.0022227496160747177,0.0022227496160747177,0.0022227496160747177,0.0022227496160747177
2021-01-18,0.002970561265055736,0.002970561265055736,0.002970561265055736,0.002970561265055736
2021-01-19,0.0038603998733023484,0.0038603998733023484,0.0038603998733023484,0.0038603998733023484
2021-01-20,0.004694892908779229,0.004694892908779229,0.004694892908779229,0.004694892908779229
2021-01-21,0.005497496059167436,0.005497496059167436,0.005497496059167436,0.005497496059167436
2021-01-22,0.006263899880536055,0.006263899880536055,0.006263899880536055,0.006263899880536055
2021-01-23,0.007003708276502541,0.007003708276502541,0.007003708276502541,0.007003708276502541
2021-01-24,0.007735513419454493,0.007735513419454493,0.007735513419454493,0.007735513419454493
2021-01-25,0.008443678184271209,0.008443678184271209,0.008443678184271209,0.008443678184271209
2021-01-26,0.009096928320711278,0.009096928320711278,0.009096928320711278,0.009096928320711278
2021-01-27,0.009703205518304512,0.009703205518304512,0.009703205518304512,0.009703205518304512
2021-01-28,0.010278947227473075,0.010278947227473075,0.010278947227473075,0.010278947227473075
2021-01-29,0.01082310686897659,0.01082310686897659,0.01082310686897659,0.01082310686897659
2021-01-30,0.011356492900652847,0.011356492900652847,0.011356492900652847,0.011356492900652847
2021-01-31,0.011890248313237477,0.011890248313237477,0.011890248313237477,0.011890248313237477
2021-02-01,0.012433730756408985,0.01240953630691121,0.01240953630691121,0.01240953630691121
2021-02-02,0.013001530776047746,0.012921744499841315,0.012921744499841315,0.012921744499841315
2021-02-03,0.013591616777157723,0.01343130546292816,0.01343130546292816,0.01343130546292816
2021-02-04,0.014207497878368402,0.013950285639178266,0.013950285639178266,0.013950285639178266
2021-02-05,0.014856253880423392,0.014476961251019264,0.014476961251019264,0.014476961251019264
2021-02-06,0.015523786745320173,0.015042421858238382,0.015042421858238382,0.015042421858238382
2021-02-07,0.016195382800208942,0.015665998395039953,0.015665998395039953,0.015665998395039953
2021-02-08,0.01685842153072064,0.016321156999506575,0.016321156999506575,0.016321156999506575
2021-02-09,0.017513641698671978,0.017007959235122952,0.017007959235122952,0.017007959235122952
2021-02-10,0.018192502244758553,0.01772634353840439,0.01772634353840439,0.01772634353840439
2021-02-11,0.01889524942291928,0.018476309909350848,0.018476309909350848,0.018476309909350848
2021-02-12,0.019615973138620332,0.019257796784477626,0.019257796784477626,0.019257796784477626
2021-02-13,0.020364954493811167,0.020070927290754183,0.020070927290754183,0.020070927290754183
2021-02-14,0.02113338991017579,0.02091557830121104,0.02091557830121104,0.02091557830121104
2021-02-15,0.02193026765648436,0.021791872942817682,0.021791872942817682,0.021791872942817682
2021-02-16,0.022757249946824525,0.022699688088604637,0.022699688088604637,0.022699688088604637
2021-02-17,0.023613413328925394,0.023639085302056613,0.023639085302056613,0.023639085302056613
2021-02-18,0.02449709558869928,0.024610064583173632,0.024610064583173632,0.024610064583173632
2021-02-19,0.025420670986576396,0.02561262593195571,0.02561262593195571,0.02561262593195571
2021-02-20,0.02636819458001237,0.026646707784918098,0.026646707784918098,0.026646707784918098
2021-02-21,0.027346376788842466,0.027712433269030265,0.027712433269030265,0.027712433269030265
2021-02-22,0.02837294789666814,0.02880967925732273,0.02880967925732273,0.02880967925732273
2021-02-23,0.029453325490145364,0.029938507313280256,0.029938507313280256,0.029938507313280256
2021-02-24,0.030571564626729816,0.031098917436902813,0.031098917436902813,0.031098917436902813
2021-02-25,0.03175586138242651,0.0322909096281904,0.0322909096281904,0.0322909096281904
2021-02-26,0.03301335712146383,0.03351448388714305,0.03351448388714305,0.03351448388714305
2021-02-27,0.034326013742816706,0.03476964021376072,0.03476964021376072,0.03476964021376072
2021-02-28,0.035675362201066964,0.03605637860804345,0.03605637860804345,0.03605637860804345
2021-03-01,0.03711169986323674,0.03737469906999122,0.03737469906999122,0.03737469906999122
2021-03-02,0.03864697004536307,0.03872460159960403,0.03872460159960403,0.03872460159960403
2021-03-03,0.04028455873910594,0.04010608619688186,0.04010608619688186,0.04010608619688186
2021-03-04,0.04201141448570329,0.04151909129834004,0.04151909129834004,0.04151909129834004
2021-03-05,0.04384452880693971,0.04296367846746322,0.04296367846746322,0.04296367846746322
2021-03-06,0.04575545937287126,0.044439909267736194,0.044439909267736194,0.044439909267736194
2021-03-07,0.04772721466171329,0.04594766057218951,0.04594766057218951,0.04594766057218951
2021-03-08,0.049763734736488284,0.04748699394430784,0.04748699394430784,0.04748699394430784
2021-03-09,0.05185319940812864,0.04905790938409121,0.04905790938409121,0.04905790938409121
2021-03-10,0.05402029563401003,0.050660406891539576,0.050660406891539576,0.050660406891539576
