date,spring_baseline,spring_no_effects,spring_without_seasonality,spring_without_vaccines,spring_without_rapid_tests
2021-01-15,0.001010441474827153,0.0,0.001010441474827153,0.0,0.001010441474827153
2021-01-16,0.001592955167315699,0.0,0.001592955167315699,0.0,0.001592955167315699
2021-01-17,0.002228044075761256,0.0,0.002228044075761256,0.0,0.002228044075761256
2021-01-18,0.0029770869944368158,0.0,0.0029770869944368158,0.0,0.0029770869944368158
2021-01-19,0.003868033745408519,0.0,0.003868033745408519,0.0,0.003868033745408519
2021-01-20,0.004701295511190857,0.0,0.004701295511190857,0.0,0.004701295511190857
2021-01-21,0.005504206479002694,0.0,0.005504206479002694,0.0,0.005504206479002694
2021-01-22,0.006270979681279683,0.0,0.006270979681279683,0.0,0.006270979681279683
2021-01-23,0.007011403712093439,0.0,0.007011403712093439,0.0,0.007011403712093439
2021-01-24,0.007743516672469026,0.0,0.007743516672469026,0.0,0.007743516672469026
2021-01-25,0.008451188929407919,0.0,0.008451188929407919,0.0,0.008451188929407919
2021-01-26,0.009103577177061816,0.0,0.009103577177061816,0.0,0.009103577177061816
2021-01-27,0.009709177176323051,0.0,0.009709177176323051,0.0,0.009709177176323051
2021-01-28,0.010281963838224708,0.0,0.010281963838224708,0.0,0.010281963838224708
2021-01-29,0.010825692535335127,0.0,0.010825692535335127,0.0,0.010825692535335127
2021-01-30,0.011358709186103032,0.0,0.011358709186103032,0.0,0.011358709186103032
2021-01-31,0.011891848963840379,0.0,0.011891848963840379,0.0,0.011891848963840379
2021-02-01,0.01243508515307299,0.0,0.01243508515307299,0.0,0.01243508515307299
2021-02-02,0.013002515791803377,0.0,0.013002515791803377,0.0,0.013002515791803377
2021-02-03,0.013591678340642451,0.0,0.013591678340642451,0.0,0.013591678340642451
2021-02-04,0.014206451299128044,0.0,0.014206451299128044,0.0,0.014206451299128044
2021-02-05,0.014849605024072853,0.0,0.014849605024072853,0.0,0.014849605024072853
2021-02-06,0.01551436753215691,0.0,0.01551436753215691,0.0,0.01551436753215691
2021-02-07,0.016183070103263513,0.0,0.016183070103263513,0.0,0.016183070103263513
2021-02-08,0.016843461603931926,0.0,0.016843461603931926,0.0,0.016843461603931926
2021-02-09,0.017496711740372005,0.0,0.017496711740372005,0.0,0.017496711740372005
2021-02-10,0.01817354069146259,0.0,0.01817354069146259,0.0,0.01817354069146259
2021-02-11,0.0188744409650815,0.0,0.0188744409650815,0.0,0.0188744409650815
2021-02-12,0.019593748720633828,0.0,0.019593748720633828,0.0,0.019593748720633828
2021-02-13,0.020338174377954845,0.0,0.020338174377954845,0.0,0.020338174377954845
2021-02-14,0.021102608167812197,0.0,0.021102608167812197,0.0,0.021102608167812197
2021-02-15,0.021894253017918964,0.0,0.021894253017918964,0.0,0.021894253017918964
2021-02-16,0.022723390030224597,0.0,0.022723390030224597,0.0,0.022723390030224597
2021-02-17,0.023581092499443616,0.0,0.023581092499443616,0.0,0.023581092499443616
2021-02-18,0.024466806354213506,0.0,0.024466806354213506,0.0,0.024466806354213506
2021-02-19,0.0253898892442128,0.0,0.0253898892442128,0.0,0.0253898892442128
2021-02-20,0.026337659091587685,0.0,0.026337659091587685,0.0,0.026337659091587685
2021-02-21,0.027315656609963608,0.0,0.027315656609963608,0.0,0.027315656609963608
2021-02-22,0.028345059638086742,0.0,0.028345059638086742,0.0,0.028345059638086742
2021-02-23,0.02941724928809526,0.0,0.02941724928809526,0.0,0.02941724928809526
2021-02-24,0.0305260076480317,0.0,0.0305260076480317,0.0,0.0305260076480317
2021-02-25,0.031703840237832036,0.0,0.031703840237832036,0.0,0.031703840237832036
2021-02-26,0.032955610572789736,0.0,0.032955610572789736,0.0,0.032955610572789736
2021-02-27,0.034261433647337886,0.0,0.034261433647337886,0.0,0.034261433647337886
2021-02-28,0.03561152086740486,0.0,0.03561152086740486,0.0,0.03561152086740486
2021-03-01,0.03704342595867427,0.0,0.03704342595867427,0.0,0.03704342595867427
2021-03-02,0.03856909223718316,0.0,0.03856909223718316,0.0,0.03856909223718316
2021-03-03,0.040195537940190436,0.0,0.040195537940190436,0.0,0.040195537940190436
2021-03-04,0.04190768001393796,0.0,0.04190768001393796,0.0,0.04190768001393796
2021-03-05,0.04372250998021039,0.0,0.04372250998021039,0.0,0.04372250998021039
2021-03-06,0.045615956516479476,0.0,0.045615956516479476,0.0,0.045615956516479476
2021-03-07,0.04756702647445316,0.0,0.04756702647445316,0.0,0.04756702647445316
2021-03-08,0.04958575470214202,0.0,0.04958575470214202,0.0,0.04958575470214202
2021-03-09,0.05166364543865367,0.0,0.05166364543865367,0.0,0.05166364543865367
2021-03-10,0.0538196602372841,0.0,0.0538196602372841,0.0,0.0538196602372841
2021-03-11,0.05604622678941194,0.0,0.05604622678941194,0.0,0.05604622678941194
2021-03-12,0.05836076756121486,0.0,0.05836076756121486,0.0,0.05836076756121486
2021-03-13,0.0607529398872588,0.0,0.0607529398872588,0.0,0.0607529398872588
2021-03-14,0.0631772483523303,0.0,0.0631772483523303,0.0,0.0631772483523303
2021-03-15,0.06560574313436324,0.0,0.06560574313436324,0.0,0.06560574313436324
2021-03-16,0.0678872858783524,0.0,0.0678872858783524,0.0,0.0678872858783524
2021-03-17,0.07000593164175346,0.0,0.07000593164175346,0.0,0.07000593164175346
2021-03-18,0.0719465358073235,0.0,0.0719465358073235,0.0,0.0719465358073235
2021-03-19,0.07372596676987783,0.0,0.07372596676987783,0.0,0.07372596676987783
2021-03-20,0.07545177593723476,0.0,0.07545177593723476,0.0,0.07545177593723476
2021-03-21,0.07716404113795178,0.0,0.07716404113795178,0.0,0.07716404113795178
2021-03-22,0.07888264737759562,0.0,0.07888264737759562,0.0,0.07888264737759562
2021-03-23,0.08078163462749012,0.0,0.08078163462749012,0.0,0.08078163462749012
2021-03-24,0.08289067648727373,0.0,0.08289067648727373,0.0,0.08289067648727373
2021-03-25,0.08524037000885588,0.0,0.08524037000885588,0.0,0.08524037000885588
2021-03-26,0.08780972204394463,0.0,0.08780972204394463,0.0,0.08780972204394463
2021-03-27,0.09047825285292885,0.0,0.09047825285292885,0.0,0.09047825285292885
