date,spring_baseline,spring_no_effects,spring_without_seasonality,spring_without_vaccines,spring_without_rapid_tests
2021-01-15,0.8800903943367262,0.8811571820558198,0.8793940737900132,0.8761575648154344,0.8793743504912767
2021-01-16,0.8775263476152976,0.878683837108596,0.8774669235281151,0.8743446599950027,0.8777835097518645
2021-01-17,0.8751889977003391,0.8751575128493202,0.8737065707567173,0.8711897972992145,0.8739265124727537
2021-01-18,0.8754061780739077,0.8746020890652703,0.8738835904033788,0.8724913120565151,0.873977478992849
2021-01-19,0.8739508345414345,0.8735645170436162,0.8731916762777588,0.8711951261960519,0.8717494003566123
2021-01-20,0.8722675836715845,0.8736320366552967,0.871701668413443,0.8706716395894658,0.8724085832186211
2021-01-21,0.8735673746449458,0.8756215936099316,0.8721642648672815,0.8727265608276583,0.8735389702629528
2021-01-22,0.8716392581735879,0.8737543148565089,0.8706243866550352,0.8710403246529773,0.8728062146241875
2021-01-23,0.8692170345435937,0.8729230365175212,0.8687439826612918,0.8694745073060519,0.8714848388374191
2021-01-24,0.8655283377471202,0.8716192432704536,0.8662245992218635,0.8659771214786495,0.8689806848069247
2021-01-25,0.8650974187467548,0.8729071418882147,0.8662308566684906,0.8654178974976929,0.8704040054841319
2021-01-26,0.8652218676754287,0.8743910445780683,0.865385207163006,0.8629341042086272,0.8702926136361904
2021-01-27,0.8649732756071747,0.8771163155269375,0.8682508708091521,0.864255486986954,0.8728642474153651
2021-01-28,0.8661408406246707,0.8789408564667317,0.8715181413844663,0.8668229483205306,0.8728198029092661
2021-01-29,0.864551917319608,0.879808394608417,0.8716641722682154,0.8644926812273267,0.8732746920005688
2021-01-30,0.8637989425053976,0.8797621065711472,0.8720358228350596,0.8640408661815436,0.872244020318104
2021-01-31,0.8626629566584841,0.8776667840169758,0.8688795991732153,0.8621302818210321,0.8714005730888974
2021-02-01,0.8618092690487378,0.8789281904407509,0.8703150159022781,0.8643307598979244,0.8721621557716354
2021-02-02,0.8606330812461639,0.8773501309770569,0.872046688849672,0.865366887843842,0.87299121816322
2021-02-03,0.8618055068516616,0.8781060051773607,0.8742339549190498,0.8687657067817347,0.872691527072856
2021-02-04,0.8649299920337296,0.8803160877417646,0.8753261205515875,0.871447194144403,0.8764367206792009
2021-02-05,0.8643807817027024,0.8812395379045407,0.8764539669466022,0.8715907775513696,0.8771172330704631
2021-02-06,0.8634464189044805,0.8805883006525259,0.8762894021760783,0.8710192123838401,0.876788015648555
2021-02-07,0.8614769670459496,0.8810328734137742,0.8751448347902021,0.8701097562774114,0.8758354657070765
2021-02-08,0.8612596979142502,0.8846350802258786,0.8774035274222644,0.8707748995387121,0.8752998120465542
2021-02-09,0.8649074295515142,0.8857077435694116,0.878267305830952,0.8701462788440179,0.8762190331680826
2021-02-10,0.867211226234441,0.8911661549306651,0.8810717650298662,0.8714620005573814,0.8776265306018924
2021-02-11,0.8690540441115143,0.8958441852188987,0.8840886850414512,0.8734147136146869,0.881400448462944
2021-02-12,0.8680054463841829,0.8970104923797261,0.8837239531608062,0.8711758850478014,0.8782258810665701
2021-02-13,0.8684075193450976,0.8973373337559196,0.8821102202023275,0.868173944147518,0.8768430962987179
2021-02-14,0.867131492182653,0.897328768779887,0.8817253811641925,0.8670946416551086,0.8740141265730114
2021-02-15,0.8683229994840488,0.900411270901613,0.8831108570687344,0.8668345626523398,0.8734381528669524
2021-02-16,0.870201365617452,0.902595051220639,0.8856248354851053,0.8699984422252185,0.8776110136621171
