date,spring_baseline,spring_vaccinate_1_pct_per_day_after_easter,spring_without_vaccines
2021-03-23,0.7100803846067029,0.7100803846067029,0.7122771516292951
2021-03-24,0.7242840577483355,0.7242840577483355,0.7264462980782416
2021-03-25,0.7384402654533697,0.7384402654533697,0.7399747804645258
2021-03-26,0.751130889334818,0.751130889334818,0.7530565568691326
2021-03-27,0.7639210578805004,0.7639210578805004,0.7657644017871656
2021-03-28,0.7765828709166904,0.7765828709166904,0.7768422910078616
2021-03-29,0.7887249685867256,0.7887249685867256,0.787611754273145
2021-03-30,0.7996171307312248,0.7996171307312248,0.7996453889286713
2021-03-31,0.8101603256694663,0.8101603256694663,0.8109441583060212
2021-04-01,0.8211573405515955,0.8211573405515955,0.8220033346118503
2021-04-02,0.830562900494334,0.830562900494334,0.8317265704483022
2021-04-03,0.8398255840156348,0.8398255840156348,0.8413508643697643
2021-04-04,0.8488598776232534,0.8488598776232534,0.8508306896298868
2021-04-05,0.8574939478980349,0.8574939478980349,0.8599776583955683
2021-04-06,0.865331953110584,0.865331953110584,0.8680596738940624
2021-04-07,0.8733065383891663,0.8733065383891663,0.875834822991299
2021-04-08,0.8802918442341903,0.8802918442341903,0.8832480334007752
2021-04-09,0.8878297822410328,0.8878297822410328,0.8904830346014335
2021-04-10,0.8946608987557675,0.8946608987557675,0.8970642758460893
2021-04-11,0.9008280229067166,0.9008280229067166,0.9026814930968796
2021-04-12,0.9069379322549895,0.9069379322549895,0.9087940756209449
2021-04-13,0.9125073083851815,0.9125073083851815,0.9142402958855363
2021-04-14,0.917582580647366,0.917582580647366,0.9193847207772478
2021-04-15,0.9227464861658784,0.9227464861658784,0.9240709917554584
2021-04-16,0.9271743776081515,0.9271743776081515,0.928938635423627
2021-04-17,0.9314041992095929,0.9314041992095929,0.9329814034333378
2021-04-18,0.9358359438109758,0.9358359438109758,0.9375638807669494
2021-04-19,0.9394091760208119,0.9394091760208119,0.9409683774644866
2021-04-20,0.9438084432461714,0.9438084432461714,0.9444347358602886
2021-04-21,0.947610529784808,0.9474712128451569,0.9485319936634127
2021-04-22,0.9507731419250136,0.9512142440188344,0.9518906177774203
2021-04-23,0.9542896921289515,0.9545016646927412,0.9544892082800718
2021-04-24,0.9566989641969769,0.9569948459327197,0.9575903166822427
2021-04-25,0.9592002990689849,0.9596712663870435,0.9600789581813474
2021-04-26,0.9616997289682085,0.9623346776763686,0.9626645500614017
2021-04-27,0.963647548022239,0.9646495139574124,0.9650111443887562
2021-04-28,0.9659297781518859,0.9671120856424359,0.9668003575362037
2021-04-29,0.9680951467085384,0.9685519356340871,0.9691316993961323
2021-04-30,0.9699327278548231,0.9706925391256406,0.9713894147067567
2021-05-01,0.9719746210517805,0.9730481868160861,0.9731433981448052
