date,spring_baseline,spring_vaccinate_1_pct_per_day_after_easter,spring_without_vaccines
2021-03-23,2.8298681812925652,2.8298681812925652,3.34987441562145
2021-03-24,2.8255587373616615,2.8255587373616615,3.2909786818991176
2021-03-25,2.8873274337045967,2.8873274337045967,3.3182718267948323
2021-03-26,2.9088746533591077,2.9088746533591077,3.3398190464493442
2021-03-27,2.8945098402561,2.8945098402561,3.4102066306540832
2021-03-28,2.8485424383264744,2.8485424383264744,3.4863401401000247
2021-03-29,2.8614707701191824,2.8614707701191824,3.5423629112017565
2021-03-30,2.94765964873723,2.94765964873723,3.584020869200479
2021-03-31,2.964897424460838,2.964897424460838,3.6946299300936403
2021-04-01,2.962024461840237,2.962024461840237,3.7808188087116865
2021-04-02,2.9390407608754248,2.9390407608754248,3.8038025096765
2021-04-03,2.9332948356342214,2.9332948356342214,3.8081119536074017
2021-04-04,3.0209201955625695,3.0209201955625695,3.8282226919516136
2021-04-05,3.0668875974921956,3.0668875974921956,3.8526428742267274
2021-04-06,3.0252296394934715,3.0252296394934715,3.9345223089138712
2021-04-07,3.0553957470097886,3.0553957470097886,3.946014159396278
2021-04-08,3.11141851811152,3.11141851811152,3.9575060098786845
2021-04-09,3.1358387003866333,3.1358387003866333,4.106900066149967
2021-04-10,3.2220275790046804,3.2220275790046804,4.178724131665007
2021-04-11,3.196170915419267,3.196170915419267,4.27496837945516
2021-04-12,3.177496658385356,3.177496658385356,4.382704477727719
2021-04-13,3.200480359350169,3.200480359350169,4.42292595441614
2021-04-14,3.2177181350737785,3.2177181350737785,4.509114833034188
2021-04-15,3.191861471488364,3.191861471488364,4.62116037523765
2021-04-16,3.217718135073779,3.217718135073779,4.645580557512764
2021-04-17,3.219154616384079,3.219154616384079,4.76624498757803
2021-04-18,3.2708679435549075,3.2708679435549075,4.850997384885778
2021-04-19,3.29385164451972,3.29385164451972,4.93144033826262
2021-04-20,3.2895422005888184,3.2895422005888184,5.006137366398264
2021-04-21,3.2665584996240056,3.2665584996240056,5.033430511293976
2021-04-22,3.2565031304519,3.2565031304519,5.003264403777662
2021-04-23,3.216281653763478,3.216281653763478,5.063596618810293
2021-04-24,3.1602588826617466,3.1602588826617466,5.100945132878114
2021-04-25,3.0970537050085114,3.0970537050085114,5.089453282395708
2021-04-26,3.0424674152170823,3.0424674152170823,5.062160137499992
2021-04-27,3.04103093390678,3.04103093390678,5.017629216880668
2021-04-28,3.05683222832009,3.05683222832009,5.047795324396985
2021-04-29,3.0812524105952033,3.0841253732158047,5.079397913223604
2021-04-30,3.1171644433527224,3.1257833312145276,5.069342544051498
2021-05-01,3.0769429666643,3.0812524105952037,5.029121067363075
2021-05-02,3.068324078802496,3.069760560112797,5.113873464670823
2021-05-03,3.03959445259648,3.0352850086655776,5.077961431913303
2021-05-04,3.009428345080163,2.9936270506668547,5.05641421225879
2021-05-05,2.9476596487372295,2.9390407608754248,5.001827922467361
2021-05-06,2.87583558322219,2.8456694757058734,4.922821450400816
2021-05-07,2.7982655924659467,2.760917078398127,4.907020155987508
2021-05-08,2.759480597087826,2.699148382055192,4.817958314748859
2021-05-09,2.6890930128830863,2.6474350548843635,4.6556359266848695
2021-05-10,2.64025264833286,2.5784839519899263,4.659945370615771
2021-05-11,2.5842298772311296,2.499477479923382,4.662818333236373
2021-05-12,2.4764937789585697,2.3773765685478154,4.6613818519260715
2021-05-13,2.3673211993757093,2.279695839447361,4.644144076202463
2021-05-14,2.285441764688564,2.180578629036606,4.484694650759077
2021-05-15,2.1992528860705174,2.120246414003973,4.3482289262805
2021-05-16,2.094389750418559,2.0096373531108123,4.266349491593355
2021-05-17,2.0010184652490075,1.9406862502163742,4.104027103529366
2021-05-18,1.8932823669764487,1.8458784837365225,3.912975089259361
2021-05-19,1.8329501519438156,1.7912921939450923,3.727669000230558
2021-05-20,1.7740544182214826,1.7180316471197519,3.614186976716795
2021-05-21,1.7180316471197519,1.6505170255356143,3.539489948581155
2021-05-22,1.6979209087755405,1.5901848105029814,3.5236886541678465
2021-05-23,1.6375886937429078,1.4996864879540317,3.4159525558952875
2021-05-24,1.5944942544338838,1.4235529785080892,3.33120015858754
2021-05-25,1.5197972262982424,1.310070954994327,3.209099247211973
2021-05-26,1.4709568617480155,1.2238820763762797,3.1645683265926485
2021-05-27,1.3919503896814722,1.1463120856200366,3.0051189011492605
2021-05-28,1.2899602166501158,1.0486313565195828,2.870089657980986
2021-05-29,1.177914674446654,0.9653154405221368,2.7336239335024106
2021-05-30,1.1003446836904114,0.9136021133513084,2.612959503437144
2021-05-31,1.0256476555547702,0.8518334170083741,2.508096367785186
