date,spring_baseline,spring_vaccinate_1_pct_per_day_after_easter,spring_without_vaccines
2021-03-23,1.039355815399112,1.039355815399112,1.0701335060116626
2021-03-24,1.040477834419375,1.040477834419375,1.0731985218742786
2021-03-25,1.0427770207253757,1.0427770207253757,1.0755941010531131
2021-03-26,1.0395679131720408,1.0395679131720408,1.0760301203466336
2021-03-27,1.0360193823761672,1.0360193823761672,1.0772234396159113
2021-03-28,1.0322854590124328,1.0322854590124328,1.07026656024991
2021-03-29,1.0311281543335258,1.0311281543335258,1.0681711398698108
2021-03-30,1.0298473186149881,1.0298473186149881,1.0674280034353665
2021-03-31,1.0290614684351655,1.0290614684351655,1.0665595747426313
2021-04-01,1.0271140603967253,1.0271140603967253,1.064548359153297
2021-04-02,1.023616218038355,1.023616218038355,1.0616477971940452
2021-04-03,1.0238952757153919,1.0238952757153919,1.0563117364595935
2021-04-04,1.019272942385624,1.019272942385624,1.0513033096951288
2021-04-05,1.0155908742396933,1.0155908742396933,1.0497257685393495
2021-04-06,1.0125605661022556,1.0125605661022556,1.048109932354019
2021-04-07,1.0103027772591149,1.0103027772591149,1.0462365468376735
2021-04-08,1.0098389995879686,1.0098389995879686,1.0488113541776907
2021-04-09,1.0062010084211557,1.0062010084211557,1.0449952723383755
2021-04-10,1.0027867154177308,1.0027867154177308,1.043090962929826
2021-04-11,0.9967213879117919,0.9967213879117919,1.0402259683283326
2021-04-12,0.9917814980401769,0.9917814980401769,1.0367410734398192
2021-04-13,0.9883078421540424,0.9883078421540424,1.0331823949606715
2021-04-14,0.9804528192287513,0.9804528192287513,1.0277114226581168
2021-04-15,0.9739982634135381,0.9739982634135381,1.021642853466776
2021-04-16,0.9645963245334139,0.9645963245334139,1.0130482802128733
2021-04-17,0.9572789801154433,0.9572789801154433,1.002337197011264
2021-04-18,0.9467905990693437,0.9467905990693437,0.9891211300905537
2021-04-19,0.9349294960366253,0.9349294960366253,0.977384849967948
2021-04-20,0.9262094664554162,0.9262094664554162,0.9669929577581037
2021-04-21,0.917524328821964,0.9173783147867973,0.9578182363252596
2021-04-22,0.9133297812785338,0.912962127269921,0.9463745544728714
2021-04-23,0.9006550235252264,0.9010079321657215,0.9371545149099089
2021-04-24,0.8945953308505256,0.8942617938756154,0.9258975905144825
2021-04-25,0.8848729953225027,0.8833207827606523,0.9159451417262932
2021-04-26,0.8752289999222094,0.8729603739286348,0.9084575187252663
2021-04-27,0.8660621433805338,0.8639840663653163,0.8999864014910625
2021-04-28,0.8590318708798634,0.8566479705486435,0.8912241880086683
2021-04-29,0.852904095571331,0.84740788546574,0.8848417988815205
2021-04-30,0.8445979578086789,0.8365713439481192,0.8794028131697618
2021-05-01,0.8413544797530638,0.8286429731140432,0.8723701338044997
2021-05-02,0.8284974100922147,0.8166094639686697,0.8652719744579166
2021-05-03,0.8202495606814416,0.8078575304226431,0.8593651524333853
2021-05-04,0.8138513421176512,0.801095950745658,0.852791863024023
2021-05-05,0.8073327989042978,0.7944181769063696,0.8481423901933106
2021-05-06,0.8008791819386748,0.7854041449867805,0.8450859427229873
2021-05-07,0.7943227968369849,0.7774757215596773,0.8391077092038679
2021-05-08,0.7874370686688618,0.7687350327835158,0.8325115997072372
2021-05-09,0.7799369079215038,0.7634549521053346,0.8264010711793119
2021-05-10,0.7771554036757213,0.7561829282931737,0.820992125097193
2021-05-11,0.774021816094429,0.7485901118108104,0.818463618707643
2021-05-12,0.7709959461102038,0.7418367939738199,0.8146599079529854
2021-05-13,0.7695571997738683,0.7368859154723322,0.8127273908849596
2021-05-14,0.7649513040932441,0.7300103970048296,0.8065203605654733
2021-05-15,0.7585108704104593,0.7245952063973208,0.8025379690475581
2021-05-16,0.7461635246136277,0.7190272139608825,0.7985072186368625
2021-05-17,0.7436681861831468,0.7114930004072082,0.7967321629480818
2021-05-18,0.7378249480246805,0.7057281937841956,0.795517603793612
2021-05-19,0.7331417877346461,0.7028655365863986,0.7941432271826001
2021-05-20,0.7293891779645508,0.6977605423088424,0.7946679488965267
2021-05-21,0.725343372412304,0.6911291515420415,0.7885176604761067
2021-05-22,0.7255288431266202,0.6879274950968592,0.7877057437512887
2021-05-23,0.7230454670525283,0.6809228696598506,0.7860529730280895
2021-05-24,0.7269552333606776,0.6715989116773523,0.788398611048764
2021-05-25,0.721313416491483,0.6648744144555594,0.7879577803784875
2021-05-26,0.7217662820452393,0.6602077757301716,0.789654005266778
2021-05-27,0.7166082020699687,0.6521079467343643,0.7899489381174103
2021-05-28,0.7124853475734395,0.6403611051702638,0.7888287420743475
2021-05-29,0.7119361449499232,0.633812238972061,0.7912614344814327
2021-05-30,0.7050610258043932,0.6234893683576017,0.7927494731358613
2021-05-31,0.7021941343861823,0.6221154058863212,0.7933809335102245
