date,0
2021-05-07,0.0066
2021-05-08,0.0057
2021-05-09,0.0055
2021-05-10,0.0049
2021-05-11,0.0043
2021-05-12,0.0039
2021-05-13,0.0037
2021-05-14,0.0032
2021-05-15,0.0032
2021-05-16,0.0029
2021-05-17,0.0026
2021-05-18,0.0024
2021-05-19,0.002
2021-05-20,0.0018
2021-05-21,0.0017
2021-05-22,0.0015
2021-05-23,0.0014
2021-05-24,0.0012
2021-05-25,0.0011
2021-05-26,0.001
2021-05-27,0.0008
2021-05-28,0.0007
2021-05-29,0.0006
2021-05-30,0.0005
2021-05-31,0.0005
2021-06-01,
2021-06-02,
2021-06-03,
2021-06-04,
2021-06-05,
2021-06-06,
