date,spring_baseline,spring_strict_home_office_continue_testing,spring_strict_home_office_reduce_testing,spring_normal_home_office_reduce_testing
2021-03-06,0.41891633051728466,0.41891633051728466,0.41891633051728466,0.41891633051728466
2021-03-07,0.4380384362488857,0.4380384362488857,0.4380384362488857,0.4380384362488857
2021-03-08,0.45418676901066257,0.45418676901066257,0.45418676901066257,0.45418676901066257
2021-03-09,0.4731772449036026,0.4731772449036026,0.4731772449036026,0.4731772449036026
2021-03-10,0.4911586801140374,0.4911586801140374,0.4911586801140374,0.4911586801140374
2021-03-11,0.5094449568695214,0.5094449568695214,0.5094449568695214,0.5094449568695214
2021-03-12,0.5280732063310933,0.5280732063310933,0.5280732063310933,0.5280732063310933
2021-03-13,0.5446718093194572,0.5446718093194572,0.5446718093194572,0.5446718093194572
2021-03-14,0.561186950571167,0.561186950571167,0.561186950571167,0.561186950571167
2021-03-15,0.5800761216812377,0.5800761216812377,0.5800761216812377,0.5800761216812377
2021-03-16,0.5973136475764997,0.5973136475764997,0.5973136475764997,0.5973136475764997
2021-03-17,0.6142340659869494,0.6142340659869494,0.6142340659869494,0.6142340659869494
2021-03-18,0.6305806443961124,0.6305806443961124,0.6305806443961124,0.6305806443961124
2021-03-19,0.6446936169545225,0.6446936169545225,0.6446936169545225,0.6446936169545225
2021-03-20,0.6597984307009055,0.6597984307009055,0.6597984307009055,0.6597984307009055
2021-03-21,0.6747808978125368,0.6747808978125368,0.6747808978125368,0.6747808978125368
2021-03-22,0.6898232365993071,0.6898232365993071,0.6898232365993071,0.6898232365993071
2021-03-23,0.7043692465234532,0.7043692465234532,0.7043692465234532,0.7043692465234532
2021-03-24,0.7177445682005991,0.7177445682005991,0.7177445682005991,0.7177445682005991
2021-03-25,0.7308662920679103,0.7308662920679103,0.7308662920679103,0.7308662920679103
2021-03-26,0.7448565916120932,0.7448565916120932,0.7448565916120932,0.7448565916120932
2021-03-27,0.7581595686723123,0.7581595686723123,0.7581595686723123,0.7581595686723123
2021-03-28,0.7703099742553425,0.7703099742553425,0.7703099742553425,0.7703099742553425
2021-03-29,0.7820159796112913,0.7820159796112913,0.7820159796112913,0.7820159796112913
2021-03-30,0.7934855563444572,0.7934855563444572,0.7934855563444572,0.7934855563444572
2021-03-31,0.8054542509633734,0.8054542509633734,0.8054542509633734,0.8054542509633734
2021-04-01,0.816004543199924,0.816004543199924,0.816004543199924,0.816004543199924
2021-04-02,0.8266600238370696,0.8266600238370696,0.8266600238370696,0.8266600238370696
2021-04-03,0.8373689714219618,0.8373689714219618,0.8373689714219618,0.8373689714219618
2021-04-04,0.8456047325646473,0.8456047325646473,0.8456047325646473,0.8456047325646473
2021-04-05,0.8548640594665391,0.8548640594665391,0.8548640594665391,0.8548640594665391
2021-04-06,0.8627633434060711,0.8624747211118768,0.8630138984352589,0.8625040261311427
2021-04-07,0.8711442332841873,0.8706138397185983,0.8707108757433714,0.8706435715004641
2021-04-08,0.8794153577788887,0.8786825187664512,0.8793285119846181,0.8784983614584325
2021-04-09,0.8863697156355901,0.8850377563837408,0.885831358602575,0.8855373832154785
2021-04-10,0.8922493448784781,0.8906091843182526,0.891339983042951,0.8909279559766823
2021-04-11,0.8995435727472723,0.8972763013864851,0.8978611938381722,0.8979385794861386
2021-04-12,0.9052332682622026,0.9028632169160309,0.9041893046313156,0.9037387095224915
2021-04-13,0.9116613088015001,0.9094478634467613,0.9096487621854052,0.9100924869109754
2021-04-14,0.9165310084063603,0.9143087843645995,0.9154555996478484,0.916009978745014
2021-04-15,0.9216956062775576,0.9191401746388541,0.9201052389681591,0.9210162729023059
2021-04-16,0.9261198886536338,0.9239203346504891,0.9249342931472075,0.9256444914237452
2021-04-17,0.9304980437044634,0.9281840445812659,0.9303823477758316,0.9307712977979279
2021-04-18,0.9345817904349675,0.9322053295180105,0.934397356214434,0.9353449456074833
2021-04-19,0.9386952750655103,0.9364044868190844,0.9380663122652871,0.9391705320935019
2021-04-20,0.941971535214383,0.9399548785034332,0.9423202394770762,0.9437892311999994
2021-04-21,0.9461663751356962,0.9436920425374746,0.9454445949239536,0.9465656549711854
2021-04-22,0.9490064463334221,0.9467390231288775,0.9489818709142241,0.9507834946333669
2021-04-23,0.9526331026607824,0.9498603825879284,0.9528765030418317,0.9541269475628283
2021-04-24,0.9546902611870578,0.9529700689191459,0.9547399720855075,0.9571614643297058
2021-04-25,0.9572793110793161,0.9557002982277979,0.9574892567452933,0.9591378619892199
2021-04-26,0.9597367109473576,0.9579576088363897,0.9600953249277703,0.9623273495628736
2021-04-27,0.961998051265882,0.9602643050286412,0.9625394894924776,0.9641093042069075
2021-04-28,0.9636529816517253,0.9625030584935075,0.9650115295755715,0.9666422702628157
2021-04-29,0.9663886511395974,0.9651699038932462,0.9667876550017425,0.9687931743697107
2021-04-30,0.9680656049327444,0.967900439201401,0.9683856468484358,0.9710957488118449
2021-05-01,0.970983657570651,0.9693029545026256,0.9704431668331577,0.9726204429740644
