date,spring_baseline,spring_strict_home_office_continue_testing,spring_strict_home_office_reduce_testing,spring_normal_home_office_reduce_testing
2021-01-01,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0
2021-01-03,0.00023059987223321494,0.00023059987223321494,0.00023059987223321494,0.00023059987223321494
2021-01-04,0.00029834127038119485,0.00029834127038119485,0.00029834127038119485,0.00029834127038119485
2021-01-05,0.00045997731747280475,0.00045997731747280475,0.00045997731747280475,0.00045997731747280475
2021-01-06,0.000585668826752505,0.000585668826752505,0.000585668826752505,0.000585668826752505
2021-01-07,0.0007740759400019038,0.0007740759400019038,0.0007740759400019038,0.0007740759400019038
2021-01-08,0.0011857097242985472,0.0011857097242985472,0.0011857097242985472,0.0011857097242985472
2021-01-09,0.001807478242773944,0.001807478242773944,0.001807478242773944,0.001807478242773944
2021-01-10,0.002544391874064875,0.002544391874064875,0.002544391874064875,0.002544391874064875
2021-01-11,0.0032113277648282033,0.0032113277648282033,0.0032113277648282033,0.0032113277648282033
2021-01-12,0.004036593370484993,0.004036593370484993,0.004036593370484993,0.004036593370484993
2021-01-13,0.004984314732786653,0.004984314732786653,0.004984314732786653,0.004984314732786653
2021-01-14,0.006094450457243162,0.006094450457243162,0.006094450457243162,0.006094450457243162
2021-01-15,0.007400747471359848,0.007400747471359848,0.007400747471359848,0.007400747471359848
2021-01-16,0.009133058333146513,0.009133058333146513,0.009133058333146513,0.009133058333146513
2021-01-17,0.010926270224976027,0.010926270224976027,0.010926270224976027,0.010926270224976027
2021-01-18,0.012703930435949562,0.012703930435949562,0.012703930435949562,0.012703930435949562
2021-01-19,0.014305684318612047,0.014305684318612047,0.014305684318612047,0.014305684318612047
2021-01-20,0.016462177104313004,0.016462177104313004,0.016462177104313004,0.016462177104313004
2021-01-21,0.018842817371351246,0.018842817371351246,0.018842817371351246,0.018842817371351246
2021-01-22,0.021492291413814986,0.021492291413814986,0.021492291413814986,0.021492291413814986
2021-01-23,0.02448185151827036,0.02448185151827036,0.02448185151827036,0.02448185151827036
2021-01-24,0.02809095515443613,0.02809095515443613,0.02809095515443613,0.02809095515443613
2021-01-25,0.03163565784741943,0.03163565784741943,0.03163565784741943,0.03163565784741943
2021-01-26,0.03552833943297282,0.03552833943297282,0.03552833943297282,0.03552833943297282
2021-01-27,0.040174464454155186,0.040174464454155186,0.040174464454155186,0.040174464454155186
2021-01-28,0.044973553562985026,0.044973553562985026,0.044973553562985026,0.044973553562985026
2021-01-29,0.04986069331181942,0.04986069331181942,0.04986069331181942,0.04986069331181942
2021-01-30,0.056707621574982804,0.056707621574982804,0.056707621574982804,0.056707621574982804
2021-01-31,0.06369427966426683,0.06369427966426683,0.06369427966426683,0.06369427966426683
2021-02-01,0.06770365247501262,0.06770365247501262,0.06770365247501262,0.06770365247501262
2021-02-02,0.07237376407410787,0.07237376407410787,0.07237376407410787,0.07237376407410787
2021-02-03,0.07673923004688195,0.07673923004688195,0.07673923004688195,0.07673923004688195
2021-02-04,0.08112703600816731,0.08112703600816731,0.08112703600816731,0.08112703600816731
2021-02-05,0.08572824674099508,0.08572824674099508,0.08572824674099508,0.08572824674099508
2021-02-06,0.08910101913665922,0.08910101913665922,0.08910101913665922,0.08910101913665922
2021-02-07,0.09333244094968876,0.09333244094968876,0.09333244094968876,0.09333244094968876
2021-02-08,0.1002545868943013,0.1002545868943013,0.1002545868943013,0.1002545868943013
2021-02-09,0.10681811252807541,0.10681811252807541,0.10681811252807541,0.10681811252807541
2021-02-10,0.11395258950917939,0.11395258950917939,0.11395258950917939,0.11395258950917939
2021-02-11,0.12095315729103465,0.12095315729103465,0.12095315729103465,0.12095315729103465
2021-02-12,0.1295940154477529,0.1295940154477529,0.1295940154477529,0.1295940154477529
2021-02-13,0.13760013648019223,0.13760013648019223,0.13760013648019223,0.13760013648019223
2021-02-14,0.14566397626483496,0.14566397626483496,0.14566397626483496,0.14566397626483496
2021-02-15,0.1549523247090093,0.1549523247090093,0.1549523247090093,0.1549523247090093
2021-02-16,0.16519968362429666,0.16519968362429666,0.16519968362429666,0.16519968362429666
2021-02-17,0.1753874251966645,0.1753874251966645,0.1753874251966645,0.1753874251966645
2021-02-18,0.18754265210020554,0.18754265210020554,0.18754265210020554,0.18754265210020554
2021-02-19,0.19828700206248442,0.19828700206248442,0.19828700206248442,0.19828700206248442
2021-02-20,0.20973542750418592,0.20973542750418592,0.20973542750418592,0.20973542750418592
2021-02-21,0.22287960765294906,0.22287960765294906,0.22287960765294906,0.22287960765294906
2021-02-22,0.23586185356457476,0.23586185356457476,0.23586185356457476,0.23586185356457476
2021-02-23,0.2489303838150711,0.2489303838150711,0.2489303838150711,0.2489303838150711
2021-02-24,0.26250447307049474,0.26250447307049474,0.26250447307049474,0.26250447307049474
2021-02-25,0.27474064745799304,0.27474064745799304,0.27474064745799304,0.27474064745799304
2021-02-26,0.2884947002633279,0.2884947002633279,0.2884947002633279,0.2884947002633279
2021-02-27,0.3038402612620751,0.3038402612620751,0.3038402612620751,0.3038402612620751
2021-02-28,0.3184502529709264,0.3184502529709264,0.3184502529709264,0.3184502529709264
2021-03-01,0.3338182975497175,0.3338182975497175,0.3338182975497175,0.3338182975497175
2021-03-02,0.34868626514260453,0.34868626514260453,0.34868626514260453,0.34868626514260453
2021-03-03,0.3648147980920984,0.3648147980920984,0.3648147980920984,0.3648147980920984
2021-03-04,0.3824730703642315,0.3824730703642315,0.3824730703642315,0.3824730703642315
2021-03-05,0.40040223209151254,0.40040223209151254,0.40040223209151254,0.40040223209151254
