date,0
2021-05-08,0.0071
2021-05-09,0.0068
2021-05-10,0.0063
2021-05-11,0.0055
2021-05-12,0.0051
2021-05-13,0.0049
2021-05-14,0.0043
2021-05-15,0.0042
2021-05-16,0.004
2021-05-17,0.0037
2021-05-18,0.0034
2021-05-19,0.003
2021-05-20,0.0029
2021-05-21,0.0027
2021-05-22,0.0025
2021-05-23,0.0024
2021-05-24,0.0022
2021-05-25,0.0021
2021-05-26,0.0019
2021-05-27,0.0018
2021-05-28,0.0018
2021-05-29,0.0016
2021-05-30,0.0015
2021-05-31,0.0014
2021-06-01,0.0014
2021-06-02,0.0013
2021-06-03,0.0012
2021-06-04,0.0011
2021-06-05,0.0011
2021-06-06,0.0011
