date,spring_educ_open_after_easter_without_tests,spring_educ_open_after_easter_with_tests,spring_close_educ_after_easter,spring_baseline
2021-04-06,252.82430181621513,252.71656571794261,252.8544679237315,253.02469095900216
2021-04-07,251.83312971210762,251.80942777048762,251.79434471672948,251.69307278435332
2021-04-08,251.08544119009608,251.13715451726694,250.99925231147805,250.6911270704185
2021-04-09,252.59374656591186,252.69286377632267,252.22744383178525,251.94732997627654
2021-04-10,251.94732997627662,251.89992609303664,251.24273589357404,251.04450147275242
2021-04-11,248.8423756240614,248.32524235235306,248.11407959973886,247.91584517891732
2021-04-12,248.3101592985949,246.74583115167738,245.5284132411974,245.36465437182315
2021-04-13,245.75465904756985,243.6150201358768,240.7707871414812,240.46481662238716
2021-04-14,244.00502481162343,241.53571343921635,237.4245039291355,237.51500225168442
2021-04-15,241.4215131750475,236.48935459612971,232.9168255774117,232.856493362379
2021-04-16,238.66346905926994,232.47079813056325,226.92669851345735,226.170391103584
2021-04-17,233.63650271387232,226.65735826777595,221.02491505008652,220.18888292749153
2021-04-18,231.35249743049403,223.300301445603,217.3381857671995,216.13369618851237
2021-04-19,227.91140645166848,217.10978523886175,211.77900309633546,209.76218333667322
2021-04-20,225.15551705785643,212.83912630333748,206.21982042547143,204.16206094846558
2021-04-21,221.18220975356445,207.69795969377097,200.05085143838468,197.69143088621564
2021-04-22,217.39636326026667,201.4061715546535,192.81314035643413,190.67781088867204
2021-04-23,211.0140767986003,194.0822715940849,185.65946343113617,183.62971533968118
2021-04-24,207.7151974694945,189.55089130074103,181.0763698106215,178.47131095439107
2021-04-25,203.88625653688774,184.95055990450274,175.65293462358085,172.97030577659416
2021-04-26,199.37426874123295,179.29441474519336,169.16506678560737,166.842276506851
2021-04-27,192.3132448604494,171.67100843142708,161.61276629670093,159.3804743404935
2021-04-28,187.5728565364568,164.75866036625968,154.97622264311127,152.71807402331848
2021-04-29,181.5331708672971,157.9109539600558,148.06818402187474,145.73677485525664
2021-04-30,176.9306847490934,151.69242636776363,141.10627735150194,139.1648728606305
2021-05-01,172.3001872453388,146.6309844709188,135.56648717832698,133.64016574121362
2021-05-02,167.7084747369623,141.18169262029275,129.5224920652364,128.27059860330925
2021-05-03,160.89955332613656,134.07757430020018,121.94002546881367,120.80017754909
2021-05-04,155.92214558594432,127.98617530386971,115.96282673665205,114.75402771403397
2021-05-05,149.70361799365222,121.20311055662937,109.63440832412194,108.68417593735799
2021-05-06,142.79773409438113,114.84237131461745,103.21764631100828,102.12735699649001
2021-05-07,137.12650588131362,109.51158917209122,97.82222250951851,97.54426337597532
2021-05-08,132.90109610706378,105.00391082036731,93.01503780459691,93.01934724852785
2021-05-09,128.3998819212363,100.76772743629029,88.9857077292032,88.70343915172911
2021-05-10,122.49594373590003,95.44340945966039,84.12250025317987,84.02984720866547
2021-05-11,116.61570749218372,90.0932348194451,79.33255332398187,79.0050355852333
2021-05-12,111.1577967536959,85.39378621279604,74.07718645024642,74.09442422597004
2021-05-13,105.00822026429822,80.76544343100691,68.9403292846108,69.36480951180468
2021-05-14,99.14953124023643,75.33338935610445,64.52314925543585,64.45204343057598
2021-05-15,94.97368007119199,71.58417313621939,60.82349164075616,60.950620236717796
2021-05-16,91.30203384206318,68.31330519266449,57.62803896599206,57.910307543466175
2021-05-17,86.32031665794004,64.54900591902127,53.91760774148512,54.16324604554656
2021-05-18,81.66611721256547,60.34298864246055,49.76330379209522,50.498063982314086
2021-05-19,77.05501220649992,56.40200216765032,46.68205138150002,46.91691607573421
2021-05-20,73.53635123691814,53.52760306573843,43.971411148962424,44.12008696457856
2021-05-21,70.08879609219623,50.254580400218074,41.05822705167242,41.07331010543059
2021-05-22,67.11312505790815,47.8434465208782,39.00908646252834,38.996158130735644
2021-05-23,63.954302656556706,45.578833735189,36.912541990144334,36.740164232908256
2021-05-24,59.93574619099023,42.08602942919263,33.702006261622074,33.7537195887929
2021-05-25,55.99906916011091,38.871184256739454,31.293027104247642,31.258551552800423
2021-05-26,52.7109634408324,36.20579318547634,28.98316515728397,28.94868960583675
2021-05-27,49.509046600171935,33.964882341407105,27.00943983693067,27.093473993583274
2021-05-28,46.10889533868997,31.366287651072973,25.111129785368178,25.03571451657739
2021-05-29,43.8033428356572,29.528309814543103,23.54680163845062,23.464922203763475
2021-05-30,41.99553110664365,27.785139744493097,22.113911531425583,22.126839863218287
2021-05-31,39.62749166661279,26.29622686636632,20.896493620945655,20.756436693191333
