date,spring_educ_open_after_easter_without_tests,spring_educ_open_after_easter_with_tests,spring_close_educ_after_easter,spring_baseline
2021-04-06,1.0156261870889647,1.0160613895593689,1.0156468955862583,1.0153073159166621
2021-04-07,1.0110029255793773,1.011749530474458,1.0118598358110562,1.0115346057685826
2021-04-08,1.009336798403658,1.0100744314733854,1.0093405592100604,1.0099038979936725
2021-04-09,1.0071301540617685,1.007405022192103,1.006307570459243,1.0061775729960174
2021-04-10,1.0047289426502366,1.0049149252425749,1.0036568147676108,1.0034595216032447
2021-04-11,1.0016802658970285,1.0017349650968528,1.0000178710069376,0.9997101723919223
2021-04-12,0.9991991363946207,0.9992519963490917,0.9983848651374638,0.9966092889149532
2021-04-13,0.9943469798001209,0.9936087561180569,0.9912402644001521,0.9895315016869947
2021-04-14,0.9913045526659701,0.988475766709282,0.983458681257905,0.9816150531417503
2021-04-15,0.9892379089890506,0.9850131746599475,0.9772584725677345,0.9761733348889903
2021-04-16,0.9838867655407552,0.9771482014138386,0.9689332035072087,0.9676077709194881
2021-04-17,0.975952593705467,0.9691754837309329,0.95925717027469,0.9590224680128626
2021-04-18,0.9674459937960284,0.9592923380861714,0.9478577947695332,0.9469726761620689
2021-04-19,0.9606425330963962,0.9484216189906497,0.9374981933035426,0.9345919208446412
2021-04-20,0.954280659343086,0.9375785562647435,0.9264693213261257,0.922753132015383
2021-04-21,0.9474516891101571,0.9279093313969773,0.9160507603873271,0.911318995888569
2021-04-22,0.9416911306760106,0.9200374467434654,0.9087961175616486,0.9024590200615247
2021-04-23,0.9371161997808882,0.9093538580582649,0.8975633988272512,0.8935025632559463
2021-04-24,0.9307492368577626,0.9003313303833871,0.8865943631487674,0.8826945208693575
2021-04-25,0.9239308287898605,0.8899809925431759,0.8739686409069167,0.8727123006351775
2021-04-26,0.9211679529110355,0.8827071844972613,0.8655502769058839,0.8655077071179543
2021-04-27,0.9133709533360242,0.8759289345243277,0.8555894651205777,0.8581566821468614
2021-04-28,0.9100308826187848,0.8706672384174495,0.84649174981732,0.8523071346624389
2021-04-29,0.9068287757333304,0.8659737184025172,0.8412136441806318,0.8486212833107666
2021-04-30,0.8994597946477904,0.8588202852016444,0.8315196137278785,0.8415962314702666
2021-05-01,0.8919790173343703,0.851765262224691,0.8255138829664735,0.8325738705875738
2021-05-02,0.8835612568783041,0.8435056053419111,0.8165936308397227,0.8235594593427074
2021-05-03,0.8788529084172823,0.8377438432301438,0.8121480574896306,0.81463072735044
2021-05-04,0.8705886578994317,0.8314750457219457,0.8064114762349684,0.8075779916133243
2021-05-05,0.8668697739533798,0.8253784849317847,0.8015426996894971,0.8009125626382311
2021-05-06,0.8615920204673464,0.8206355101805696,0.7962674103896757,0.7950408273034019
2021-05-07,0.8533792548380583,0.8133388809133494,0.786466425967669,0.7850656141404857
2021-05-08,0.8478844803278789,0.8045686871674078,0.7813390228557163,0.7804858362242603
2021-05-09,0.8382583753307045,0.7990673765719192,0.7755278028312849,0.7721891123104815
2021-05-10,0.8328394659773383,0.7934505563069195,0.7719708144994526,0.7663836018699705
2021-05-11,0.8265596600262436,0.7881877704759194,0.7664198821482249,0.7634219830807597
2021-05-12,0.8236054947576178,0.7844582501508822,0.7595183003035415,0.7594270157867782
2021-05-13,0.8208127917264066,0.7811635081271052,0.754857048678621,0.7578357826945575
2021-05-14,0.8127525861409992,0.7737768041401971,0.7485441699486917,0.7522555488926618
2021-05-15,0.8107803305137142,0.7715891224934537,0.7469660131759114,0.7519482955387358
2021-05-16,0.8022913751206483,0.7657700458065531,0.7376228500585659,0.7430822935277804
2021-05-17,0.8016088609567272,0.7631930807165007,0.7320577428598124,0.7407230598166886
2021-05-18,0.7981019459954357,0.7592182746108183,0.7276352255379773,0.7379893342818391
2021-05-19,0.7952744372913981,0.7528644377018124,0.7259156230066103,0.7326613135507825
2021-05-20,0.7905515269895671,0.750112725961489,0.7247624129539925,0.7307999125588768
2021-05-21,0.786015008422157,0.7430845112436514,0.7200805459895357,0.7248182010664664
2021-05-22,0.786126479578277,0.7418149828011337,0.7172751517742623,0.7240890348457246
2021-05-23,0.7787729447376174,0.7313192510745778,0.7128239417864558,0.7171750942497196
2021-05-24,0.7783770049944342,0.7275720326646031,0.714085614730336,0.7160883903837659
2021-05-25,0.7734683522611674,0.7216031436082457,0.7115283386703488,0.7125364849776716
2021-05-26,0.7719496044374503,0.7202673071785253,0.7082189181103017,0.7101864438137386
2021-05-27,0.7698775898592322,0.7196076771144189,0.7029213147876644,0.7085457452887554
2021-05-28,0.765014235741463,0.7106505692145757,0.6978514090945489,0.7031917947698966
2021-05-29,0.7597938474430226,0.7112018427754836,0.6989891420363009,0.7027931536638007
2021-05-30,0.7506284332448616,0.7035187585417214,0.6953931585762592,0.6953658191194549
2021-05-31,0.7501514305172111,0.7009718092679109,0.6920842732820042,0.6937158364853768
