date,spring_educ_open_after_easter_without_tests,spring_educ_open_after_easter_with_tests,spring_close_educ_after_easter,spring_baseline
2021-04-06,144.72190080952905,144.72190080952905,144.72190080952905,144.72190080952905
2021-04-07,144.64002137484192,144.76068580490718,144.68527053611638,144.61847415518739
2021-04-08,146.31208562003204,146.89386055070383,146.36810839113375,146.54048614836987
2021-04-09,150.53318595035088,151.19684031570986,150.2767740364622,150.638767326658
2021-04-10,154.6745615679481,155.58816368129936,153.8018991719404,154.6185387968464
2021-04-11,158.7448313606854,159.8954528902363,157.7644328664051,158.53797805200207
2021-04-12,164.23721765062047,165.39214862410228,163.48521968467801,163.75671465232486
2021-04-13,170.8263574209702,174.1812595211777,168.70826572893168,170.49668496025615
2021-04-14,178.9302667330321,186.461020002284,175.1702769033198,179.27933169143517
2021-04-15,184.9958090657772,192.66877398474884,179.8330952365562,184.53900800910156
2021-04-16,185.84046007623405,196.00643830923278,179.98392577413776,185.52371594731272
2021-04-17,186.73897913582724,199.93449645225027,180.4321079429516,186.30157057684062
2021-04-18,188.4692208740845,201.98579176335983,181.04404898113972,187.5728565364568
2021-04-19,191.06997028638415,204.59731478548667,182.01151914362734,189.3009435527487
2021-04-20,193.5565194345148,206.95242589372478,184.42696246689812,191.14754027714034
2021-04-21,194.85581677968187,207.5579027660166,185.73272397796148,191.2186461020002
2021-04-22,192.92734062060305,204.88389280689165,182.94235903270223,188.8592255498312
2021-04-23,193.03292199691015,203.94443402995495,181.69692973667145,187.00185521561224
2021-04-24,195.13808535715594,205.2135652676057,182.0696966366945,187.86805344572363
2021-04-25,199.41089901464565,207.7432088550454,184.0089464056006,189.54658185681012
2021-04-26,200.33527473782422,206.9610447815866,183.4336356408251,188.4498283763955
2021-04-27,198.5921046677742,203.26785133280327,180.16923186316657,184.48083051603436
2021-04-28,194.97863593171257,197.9090578047262,175.31895271893592,179.11126337813005
2021-04-29,194.86012622361272,195.73278861962052,173.86882483618726,176.45664591669419
2021-04-30,194.86012622361275,193.88619189522882,171.98990728231382,174.40750532755004
2021-05-01,194.35161183976624,190.80493948463362,169.8545778145517,171.1926601550969
2021-05-02,191.48367690375073,186.48256722193852,166.06011243339213,166.84012178488547
2021-05-03,190.15636817303283,183.26341260555444,162.52205896612134,162.82587476324994
2021-05-04,189.1996716203725,180.28558684930087,159.5571615416605,160.17556674574496
2021-05-05,187.6741284688331,175.63138740392634,155.21755150324185,157.07923128139157
2021-05-06,183.2483295517963,170.40403191574177,148.44741508779416,151.5114297226657
2021-05-07,179.28579585733158,164.87932479632497,143.64023038287257,147.2127594015906
2021-05-08,175.1164088541835,158.5099666664512,137.95176439408147,142.19656666602026
2021-05-09,169.7899361555882,151.95745716951416,131.05018993874125,136.07500156217344
2021-05-10,164.87286063042856,146.59219947554067,125.17210841699041,131.0868202121539
2021-05-11,159.14560964625932,140.25947161907965,119.19060024089796,125.19365563664493
2021-05-12,152.85813095107272,133.60784491173183,113.04533319543116,118.33948506454469
2021-05-13,147.18905745997068,127.53799313505586,107.94510630320819,112.5734490849973
2021-05-14,141.83026393189357,121.63190022775413,102.14244005024814,106.78155644186452
2021-05-15,136.2840095928222,115.4887879042528,96.3699399048044,100.74833493860119
2021-05-16,130.25294281152435,109.70120470505091,90.89694611255842,95.2731864243897
2021-05-17,124.31021963081,103.99119149660525,85.60710368737571,89.89284567665808
2021-05-18,119.31341939292868,98.91897598993317,80.70295649400883,84.71720351564436
2021-05-19,113.77362921975366,93.29515166010556,75.57256349426953,79.610512457525
2021-05-20,108.66047399573799,88.62371443900737,71.04764736682206,75.14592854511015
2021-05-21,103.84897984688548,83.99968110114915,66.9407473006721,70.60808408586996
2021-05-22,98.54836381187557,79.22697194767476,62.66146947728604,66.41930458503285
2021-05-23,93.69592994567948,75.42819712258431,58.817445490921116,62.56235226687522
2021-05-24,89.26151214078095,71.43334259863781,55.00358761207251,58.552414689170554
2021-05-25,84.60515797344094,67.40616724520953,51.407356651734474,55.132870929999534
2021-05-26,80.43146152636199,63.38761077964307,47.98996761452889,51.33625082687454
2021-05-27,76.34610867986653,60.028399235504665,45.17805544961509,48.13217926424862
2021-05-28,72.28445777499104,56.21023191272517,42.23039580087787,45.06600990741158
2021-05-29,68.11722549380843,52.38129098011841,39.35384197700053,42.1075766488471
2021-05-30,64.73000256411918,49.142743866045265,36.694915071633766,39.16422644404078
2021-05-31,60.62094777600377,46.378235584371396,34.253615084777564,36.5893336953266
