date,spring_baseline
2021-01-17,306.01
2021-01-24,320.5
2021-01-31,281.03
2021-02-07,246.08
2021-02-14,216.01
2021-02-21,194.88
2021-02-28,187.48
2021-03-07,193.47
2021-03-14,210.81
2021-03-21,230.96
2021-03-28,248.24
2021-04-04,257.75
2021-04-11,260.56
2021-04-18,239.43
2021-04-25,194.12
2021-05-02,149.05
2021-05-09,106.95
2021-05-16,73.9
2021-05-23,47.8
2021-05-30,29.21
2021-06-06,21.77
