date,spring_baseline,spring_reduce_work_test_offers_to_23_pct_after_easter,spring_mandatory_work_rapid_tests_after_easter,spring_10_pct_less_work_in_person_after_easter,spring_10_pct_more_work_in_person_after_easter
2021-04-06,0.9080527266548015,0.9082070018086108,0.9083690981258996,0.9084958666032072,0.9084923265718365
2021-04-07,0.9136032543550663,0.9137249598427489,0.9143085702836796,0.9138333480487937,0.9141198016275082
2021-04-08,0.9187711095792956,0.9188153096137043,0.9192724345234281,0.9189352314148835,0.9190905989737186
2021-04-09,0.9234610998050846,0.9241206629400518,0.9245448743494987,0.9239441280927984,0.924088188864591
2021-04-10,0.9273207603028177,0.9277433676447984,0.9282396784569882,0.927657224086568,0.9280753531319251
2021-04-11,0.9321757726101061,0.9323767703963882,0.9326578779115697,0.9319016341365144,0.932149057617237
2021-04-12,0.935874602352485,0.9360291919757133,0.9364421840816731,0.9354956449563443,0.9356170074692695
2021-04-13,0.9397370955746953,0.9399918150106755,0.9407557681131202,0.9391672478101449,0.9391816509109445
2021-04-14,0.943413642296579,0.9435263363263352,0.9445343240945109,0.9433047439665547,0.9426730164161797
2021-04-15,0.9464608202800044,0.9470257980549371,0.9478676571580941,0.9467398352414638,0.9459824497248975
2021-04-16,0.9499676427007465,0.9500127812491982,0.951312599279802,0.9498495096091897,0.9492491984468503
2021-04-17,0.9529680470469379,0.9533016787650048,0.9547513482327686,0.9529666724062331,0.9518214104592765
2021-04-18,0.9555060420656297,0.9558977963856639,0.9578456661181303,0.9555497836189148,0.9553950452522979
2021-04-19,0.9583221401534875,0.9583338865054968,0.9605698708538473,0.957814742676288,0.9579563357103041
2021-04-20,0.961358716387965,0.9609322054477573,0.962646516927386,0.9603233877255178,0.9607540835897517
2021-04-21,0.9640082059875357,0.963275375912725,0.9651513951249757,0.9619839607342213,0.9632217274415683
2021-04-22,0.9664180194952832,0.9654648623737073,0.9679843021974379,0.9643994059615473,0.9661996846556887
2021-04-23,0.9684151747487512,0.9678361571253105,0.9700240943241922,0.9668185960281216,0.9683827243017831
2021-04-24,0.9704503768541402,0.969481584841737,0.9723807188201504,0.9683110267835052,0.9706619953940823
2021-04-25,0.9722550756275845,0.9712754982449295,0.9742631066672208,0.9704115945761249,0.9720014984777433
2021-04-26,0.9739435704991041,0.9733878809148029,0.9758206840992797,0.97234673771115,0.9741403781428314
2021-04-27,0.975610777973619,0.9748847089456193,0.977856043895734,0.973999584166645,0.975630164140622
2021-04-28,0.9764916237817318,0.9761114926406407,0.979358539007386,0.9758135151427044,0.9773683971172844
2021-04-29,0.9780927899635741,0.9776712182241272,0.9803808182365827,0.9767453098115302,0.9785581986208443
2021-04-30,0.9798222402304582,0.9787010956738365,0.9817849301845158,0.9777348019477162,0.9803233233040769
2021-05-01,0.9813416109846164,0.9801935450244216,0.9827106630217107,0.9795115637733787,0.9816859992547904
