date,spring_baseline,spring_reduce_work_test_offers_to_23_pct_after_easter,spring_mandatory_work_rapid_tests_after_easter,spring_10_pct_less_work_in_person_after_easter,spring_10_pct_more_work_in_person_after_easter
2021-04-06,143.60934603470108,143.60934603470108,143.60934603470108,143.60934603470108,143.60934603470108
2021-04-07,142.67994262693648,141.57097905538427,152.91487196282964,142.67563318300557,142.67563318300554
2021-04-08,143.84492896959046,139.94775517474437,171.7241582399082,143.76735897883418,143.97133932489686
2021-04-09,147.24508023107236,140.40742919404065,181.35576542547503,147.19911282914276,147.45767946499694
2021-04-10,150.18124802932724,141.44456870007778,187.33871008287778,150.05483767402075,150.75153110951666
2021-04-11,153.78968908080282,143.48580864201523,190.84228799870147,153.29410302874902,154.30969531513168
2021-04-12,158.6478688722401,147.35856225458616,195.03537694346943,157.91095396005576,159.08455919057153
2021-04-13,164.58771909033388,151.28733863825883,205.17549851288277,163.81345566408172,165.15656568921298
2021-04-14,172.4811838904367,156.23170730831413,210.48760639837508,171.53454270694843,173.7108118920542
2021-04-15,177.339363681874,160.72071140300415,200.69942274998544,176.20310696542603,178.96833348775507
2021-04-16,177.54765347186762,162.59101006901577,194.20509074611564,176.06951420356805,179.34900103498478
2021-04-17,178.17539580446908,165.21258846031466,189.41729853888305,176.32233491418097,180.0830429845485
2021-04-18,178.69396555748762,166.75249642495712,188.31408089257204,177.1712953685688,180.88172659307574
2021-04-19,179.5544178623578,168.3541730859425,189.82238626838782,177.7185947477934,182.26362161358512
2021-04-20,181.3399641310617,170.3666834016739,188.30977144864113,179.2197177170577,184.86077982260895
2021-04-21,181.074215088656,171.26017477668108,182.79081025446555,179.2656851189873,184.94553221991663
2021-04-22,177.9283210190973,170.4772924625671,175.4590096466903,175.8023286798521,181.9993090524898
2021-04-23,176.21747177852907,170.17419490609365,171.65377065570345,173.63898782653914,180.01265540034376
2021-04-24,176.6024487696897,170.40115895312115,171.570454739706,173.791254845431,180.67774624701306
2021-04-25,178.08346100060982,171.26735718323252,172.76704367118654,174.66894492602484,182.46329251571692
2021-04-26,177.02477427491806,170.98149740248272,168.4360525206297,173.29135934944637,181.55974577153773
2021-04-27,172.96958753593896,168.92301968482164,160.4808190241839,169.11119873647107,177.057813345055
2021-04-28,167.23371766390792,165.99259781180805,150.28180172104825,163.20007814458327,171.32768939826516
2021-04-29,164.71556592695063,164.57048131461025,145.91777150035446,160.55695253362984,168.70467452565592
2021-04-30,161.70182813793957,162.51056711563888,141.66722330317444,157.51735808103334,166.35602758331413
2021-05-01,157.85062174502312,160.05274759371423,136.65103056760407,153.90460758562688,162.4229417557105
2021-05-02,152.76978735048925,157.2789021835234,129.33646773555242,148.67725209744228,157.2559184825586
2021-05-03,148.72752894330284,154.2077051421003,124.27430759805242,144.88350495693794,153.32570561757564
2021-05-04,145.38052749030197,152.30293092464146,119.55259353109373,141.3986012981482,150.40964855766504
2021-05-05,142.0162882615775,150.53893187559206,114.03506881822838,137.5919258258511,146.8917058287384
2021-05-06,136.3795355999572,146.99800544570064,106.43895564935778,132.06434574381365,141.13859818098373
2021-05-07,131.66500393955,143.54757733835817,101.09524517503884,127.52219184064255,136.26030765120223
2021-05-08,126.40460938122851,139.48664467413784,95.2042353214953,122.58931502106962,131.39638193452373
2021-05-09,120.43602953692871,134.6054811817357,88.94692273382506,116.94537995289784,125.53553818849653
2021-05-10,114.75905539861998,129.78895934829717,83.11624509531411,111.20232767431523,119.77237517156973
2021-05-11,108.79191203563049,124.2082294577786,77.31717004562985,105.36446762925283,113.29528094342348
2021-05-12,102.09647264831848,118.0888190758972,70.85731359320718,98.69344842421596,106.52801749059645
2021-05-13,96.24855723408398,112.2624508813172,65.74487660984666,92.85846134177412,100.62264282394987
2021-05-14,90.94363175514314,106.32260066322341,61.000178841923145,87.62248696572776,95.2286555037704
2021-05-15,85.49218518255164,100.42584488443867,56.06299257841933,81.65103415880736,88.81907589720826
2021-05-16,79.9516767687215,94.8623527696437,51.677415138071005,76.30157775924721,83.35470099282408
2021-05-17,75.087751052043,89.68814708994024,47.59493525419616,71.49080185104985,78.07563217746863
2021-05-18,70.39907605522123,84.8658793312605,43.78251385665785,66.81505518602079,73.20596053554895
2021-05-19,65.54520570771486,79.7893543806575,39.76180266912593,61.98129557685861,68.0403737437073
2021-05-20,61.547478221147756,75.617812655544,36.68485970246164,58.04820974925504,63.6892718548062
2021-05-21,57.54831425327034,71.78097107573059,33.58062359090163,54.17832909930471,59.47463569038368
2021-05-22,53.52903954704871,67.67407100958062,30.82688891905501,50.53684897769221,55.79868001732396
2021-05-23,50.15043550522127,63.728056850184345,28.206747009066365,47.11945994048662,52.04802731612858
2021-05-24,46.56785111733109,59.90127063954302,25.8925756181718,43.96638346437637,48.52146569934014
2021-05-25,43.38173557108394,56.595927144540916,23.756527909754514,41.08767491853359,45.487617171984866
2021-05-26,40.12954188456294,53.04781830809795,21.446665962790842,37.987748250904474,42.03000665809087
2021-05-27,37.21492130596263,49.38191800421034,19.80907726904794,35.25412431740207,39.152734593558385
2021-05-28,34.43245700790999,46.19580245796318,18.045078219998565,32.63398240741343,36.50673601998431
2021-05-29,31.802259728749245,43.005377467785124,16.31268175977581,29.888866623428612,33.616535623659125
2021-05-30,29.377479276961513,40.28180890345482,14.794321014787874,27.38938914350524,31.142914807321162
2021-05-31,27.135131951581972,37.6918331009825,13.426790807381517,25.328038463223603,29.029850799868697
