date,spring_no_effects,spring_without_rapid_tests_and_no_vaccinations,spring_without_rapid_tests,spring_baseline
2021-01-15,9.90453863452396,9.84420641949133,9.880118452248848,9.84851586342223
2021-01-16,9.95768844300509,9.890173821420952,9.923212891557872,9.910284559765163
2021-01-17,9.989291031831707,9.908848078454863,9.898792709282757,9.933268260729978
2021-01-18,9.949069555143288,9.92033992893727,9.890173821420953,9.936141223350578
2021-01-19,9.837024012939825,9.808294386733808,9.803984942802908,9.825532162457417
2021-01-20,9.842769938181027,9.72210550811576,9.837024012939827,9.83271456900892
2021-01-21,9.809730868044108,9.687629956668541,9.855698269973736,9.821222718526514
2021-01-22,9.625861260325609,9.510942755501544,9.694812363220047,9.70774069501275
2021-01-23,9.50376034895004,9.34000147957575,9.601441078050494,9.531053493845754
2021-01-24,9.424753876883498,9.204972236407476,9.59856811542989,9.46641183488222
2021-01-25,9.200662792476574,9.048395773584689,9.439118689986504,9.29259759633582
2021-01-26,9.157568353167552,8.965079857587245,9.342874442196353,9.217900568200182
2021-01-27,8.91911245565762,8.838669502280773,9.147512983995446,9.072815955859802
2021-01-28,8.710822665664004,8.64761748801077,8.844415427521977,8.830050614418967
2021-01-29,8.492477506498284,8.50396935698069,8.669164707665281,8.644744525390166
2021-01-30,8.312917342710685,8.371813076433018,8.420653440983244,8.539881389738209
2021-01-31,8.045731818994737,8.183634024783613,8.113246440578875,8.225291982782336
2021-02-01,7.968161828238494,7.979653678720899,7.879099986999846,7.981090160031201
2021-02-02,7.749816669072773,7.814458328036309,7.6981033419019465,7.798657033623
2021-02-03,7.531471509907053,7.6722466783165295,7.439536706047803,7.5558916921821675
2021-02-04,7.331800607775245,7.432354299496298,7.284396724535317,7.320308757292837
2021-02-05,7.185279514124564,7.248484691777796,7.159422850539149,7.120637855161027
2021-02-06,6.969807317579446,7.0933447102653115,7.0488137896459895,6.877872513720193
2021-02-07,6.8879278828923,6.87356306978929,6.897983252064406,6.711240681725301
2021-02-08,6.648035504072067,6.702621793863496,6.7715728967579345,6.550354774971613
2021-02-09,6.504387373041988,6.504387373041988,6.596322176901239,6.362175723322209
2021-02-10,6.395214793459127,6.323390727944086,6.446928120629958,6.247257218498145
2021-02-11,6.182615559534612,6.293224620427773,6.275986844704162,6.172560190362504
2021-02-12,6.094990199606262,6.122283344501977,6.033221503263329,6.00161891443671
2021-02-13,6.017420208850019,5.92835836761137,5.840733007683022,5.8752085591302405
2021-02-14,5.807693937546103,5.85509782078603,5.662609325205724,5.743052278582566
2021-02-15,5.705703764514748,5.65686339996452,5.500286937141736,5.635316180310007
2021-02-16,5.554873226933164,5.574983965277377,5.329345661215941,5.487358605349026
2021-02-17,5.4413912034194025,5.470120829625418,5.2603945583215035,5.320726773354134
2021-02-18,5.369567137904363,5.218736600322781,5.174205679703456,5.174205679703453
2021-02-19,5.2273554881845845,5.129674759084129,5.106691058119319,5.09519920763691
2021-02-20,5.0923262450163085,5.0477953243969855,5.016192735570368,4.981717184123147
2021-02-21,5.067906062741197,4.964479408399539,4.931440338262621,4.799284057714948
2021-02-22,4.964479408399541,4.8711081232299875,4.842378497023972,4.629779263099453
2021-02-23,4.866798679299085,4.6513264827539675,4.780609800681037,4.539280940550504
2021-02-24,4.784919244611941,4.477512244207571,4.6125414873758475,4.457401505863359
2021-02-25,4.734642398751413,4.4028152160719305,4.522043164826897,4.280714304696362
2021-02-26,4.634088707030358,4.2979520804199725,4.402815216071931,4.141375617597185
2021-02-27,4.540717421860806,4.20170783262982,4.262040047662453,4.046567851117333
2021-02-28,4.379831515107118,4.106900066149968,4.18159709428561,4.056623220289438
2021-03-01,4.379831515107117,4.105463584839666,4.068115070771848,4.030766556704024
2021-03-02,4.308007449592079,4.063805626840942,4.00203693049801,3.999163967877407
2021-03-03,4.241929309318242,4.059496182910041,3.9531965659477835,3.9316493462932693
2021-03-04,4.243365790628543,4.00347341180831,3.839714542434021,3.9718708229816913
2021-03-05,4.2577306037315505,3.973307304291994,3.769326958229281,3.9603789724992855
2021-03-06,4.203144313940121,3.9187210145005635,3.7520891825056726,3.872753612570937
2021-03-07,4.204580795250421,3.831095654572215,3.645789565543413,3.833968617192816
2021-03-08,4.063805626840943,3.743470294643866,3.609877532785894,3.724796037609956
2021-03-09,4.102590622219065,3.752089182505672,3.5524182803738626,3.6371706776816084
2021-03-10,4.14712154283839,3.6730827104391293,3.5466723551326593,3.5739655000283723
2021-03-11,4.062369145530643,3.5969492009931856,3.4920860653412285,3.5050143971339347
2021-03-12,3.976180266912595,3.5265616167884475,3.460483476514612,3.42600792506739
2021-03-13,4.053750257668837,3.4906495840309275,3.407333668033482,3.400151261481977
2021-03-14,4.052313776358537,3.4662294017558137,3.424571443757091,3.3211447894154333
2021-03-15,4.101154140908765,3.398714780171677,3.390095892309873,3.280923312727011
2021-03-16,4.157176912010495,3.4245714437570904,3.4102066306540832,3.278050350106409
2021-03-17,4.1557404307001935,3.434626812929197,3.345564971690548,3.223464060314979
2021-03-18,4.206017276560722,3.4834671774794232,3.4116431119643846,3.2033533219707673
2021-03-19,4.287896711247868,3.5524182803738618,3.456174032583709,3.1990438780398653
2021-03-20,4.395632809520427,3.5394899485811546,3.473411808307318,3.173187214454451
2021-03-21,4.467456875035467,3.575401981338674,3.5150697663060417,3.206226284591369
2021-03-22,4.592430749031634,3.63860715899191,3.5940762383725855,3.2134086911428734
2021-03-23,4.701603328614494,3.6888840048524374,3.5409264298914556,3.2062262845913696
2021-03-24,4.7949746137840465,3.7362878880923636,3.631424752440405,3.295288125830019
