date,spring_no_effects,spring_without_rapid_tests_and_no_vaccinations,spring_without_rapid_tests,spring_baseline
2021-01-15,0.8823394202461564,0.881792674684363,0.8822338641794594,0.8792411928031955
2021-01-16,0.8797930699159989,0.8792255104159622,0.8792417281132267,0.8755394590685383
2021-01-17,0.8770545603210148,0.8750746323990416,0.8759932016810166,0.8721970025592849
2021-01-18,0.8777522580038244,0.8755618089681954,0.8772750535681835,0.8722958966733635
2021-01-19,0.8794240953286444,0.8744656040489278,0.8778178000274135,0.8722599631438428
2021-01-20,0.8812651020870644,0.8746396996134262,0.8776990158607182,0.8728428121249622
2021-01-21,0.8827888548660787,0.8765019059381743,0.8786651194658972,0.8724245961775801
2021-01-22,0.882712635462881,0.8755370668359165,0.8773754034801944,0.8692265046041576
2021-01-23,0.880480779512166,0.8753157245993214,0.8735359514839769,0.867774311008224
2021-01-24,0.8768719149943991,0.8717734787908383,0.8720319997858972,0.86512939084066
2021-01-25,0.8769142473383759,0.8723157800847104,0.8722628952756366,0.8649303996094997
2021-01-26,0.8767125564420721,0.8737832777976863,0.8707758844375936,0.8635925772745018
2021-01-27,0.8772359928544787,0.8765236504879487,0.8707368047615275,0.8647088178874827
2021-01-28,0.8797260478717129,0.8777288870443538,0.8730677366254028,0.8668536067036218
2021-01-29,0.8783809238963126,0.8744126899445687,0.8709889228554173,0.8662555321289982
2021-01-30,0.8775120513762555,0.8741298437429122,0.8698914280538957,0.865967771659265
2021-01-31,0.8778028657126702,0.8716057091673239,0.8685124519290028,0.8647509470691588
2021-02-01,0.8807589874236663,0.8737685446435628,0.8687939306418596,0.8662168923976996
2021-02-02,0.882914837194523,0.8752232264658136,0.8687942708957134,0.8662548579615089
2021-02-03,0.8857333196038376,0.8752675311767555,0.8710017014929601,0.8694553479648286
2021-02-04,0.8890244957296327,0.87503751692574,0.8738493611207746,0.8700466575230571
2021-02-05,0.8882796913457369,0.8759238860247905,0.8727593370705425,0.8689338235543855
2021-02-06,0.890543973424849,0.8784472369394304,0.8746796782806214,0.8686010477690549
2021-02-07,0.8898858696893136,0.8777650733895136,0.8735794854342952,0.8680464107299974
2021-02-08,0.8913275652449865,0.8783721179955165,0.8756301404951312,0.8672165365549489
2021-02-09,0.8943719157766488,0.8794479586479039,0.8758731215823488,0.8663473573618184
2021-02-10,0.8969445498168471,0.8830409854619322,0.8780397593224325,0.8683740134783678
2021-02-11,0.9004509586397198,0.8839940861452374,0.8793260651001975,0.8685079188961483
2021-02-12,0.9004188607942802,0.8846695001266307,0.8779307467135262,0.8677488271922428
2021-02-13,0.9010631900805967,0.8839900814259279,0.8778008329242485,0.8662859220158222
2021-02-14,0.9000375364008205,0.8824997721608993,0.8752398349658048,0.8638693688247608
2021-02-15,0.9015956872591279,0.8835583464206993,0.8750005287163416,0.8631389371143481
2021-02-16,0.9057023871568036,0.8866303768236403,0.8773034382131921,0.8645178450952851
2021-02-17,0.9099499760014548,0.8901423974541535,0.8818049094318369,0.8694258839203926
2021-02-18,0.9153626665136334,0.8955323788643319,0.88868051801206,0.8722044195242483
2021-02-19,0.9201883231656656,0.9015933054621436,0.8924962892630186,0.8760403644695052
2021-02-20,0.9271322174733015,0.9066683697421465,0.8984857390753367,0.8814903277466756
2021-02-21,0.9334540477205046,0.9129497825479338,0.9038052322208174,0.8860716557681716
2021-02-22,0.9421987073621477,0.9186695349288153,0.9141058056524355,0.8945351838581355
2021-02-23,0.95221091341371,0.927881003541572,0.9234441568459395,0.9044720787116378
2021-02-24,0.9629255769964943,0.9374576427378704,0.9337406690585223,0.9117883814889155
2021-02-25,0.9732818530092823,0.9483415898264422,0.9411519604149243,0.9182465049526881
2021-02-26,0.9820961315743586,0.9513655473839822,0.9454581969953211,0.9245760628390194
2021-02-27,0.9899584159497181,0.9564699244930782,0.9510610224517627,0.9292441739862262
2021-02-28,0.9939181686454458,0.9619000297834153,0.9508970166665213,0.9316236113111857
2021-03-01,1.0019760560145918,0.9669866961082756,0.9559515167982002,0.9389211733144232
2021-03-02,1.0119455558027606,0.9760069858932271,0.9616101674968224,0.9451891207586046
2021-03-03,1.0223030676714875,0.9846859665561666,0.9719642719910156,0.9523440961141707
2021-03-04,1.0340041838386718,0.99545593302129,0.9814535325617543,0.9617475198190719
2021-03-05,1.0446625133717475,1.0016364086517366,0.9919792302550946,0.9709901497321003
2021-03-06,1.05536902246873,1.0138950575856922,1.0012693801373567,0.9792632757594697
2021-03-07,1.0660547006053636,1.021617113249026,1.0108554107274699,0.9867914557840177
2021-03-08,1.080265402832327,1.0322687817597516,1.0215392440374151,0.995355019010863
2021-03-09,1.0923836452640325,1.0435097786996905,1.0333982877040109,1.0010504505094617
2021-03-10,1.1063463698087912,1.0534568773413755,1.0402235492877663,1.0071682428204751
2021-03-11,1.1198588367637565,1.0656315434142707,1.0479989381602068,1.0156200080232138
2021-03-12,1.1298198353903082,1.0731374419530744,1.0527142002742744,1.0198986889120958
2021-03-13,1.1381542177916886,1.0813091642541184,1.0582268940055826,1.0223978150278377
2021-03-14,1.142840976411372,1.084514526117534,1.0612632051946065,1.0250250196505266
2021-03-15,1.1506134481512584,1.0907650907144713,1.064713409641437,1.0289819349889182
2021-03-16,1.15884058806848,1.096129241524149,1.0722864258210865,1.0315013321971709
2021-03-17,1.1654388807268523,1.1014927215756494,1.076950633818227,1.0356830764937515
2021-03-18,1.1740653996933905,1.1104112676892004,1.0864232325855798,1.0415309329038294
2021-03-19,1.1816860283484278,1.1133927237341188,1.091459160576162,1.0436451354465908
