date,combined_baseline
2021-04-16,206.11926673375044
2021-04-17,201.23953972265863
2021-04-18,196.18743495433074
2021-04-19,189.51497926798356
2021-04-20,183.4688294329275
2021-04-21,177.4226795978715
2021-04-22,171.0260283231021
2021-04-23,163.22162536423787
2021-04-24,158.5128396290719
2021-04-25,153.2811746969564
2021-04-26,147.13734413279988
2021-04-27,139.94344573081352
2021-04-28,132.91905212344264
2021-04-29,126.06272682937698
2021-04-30,119.4376750262697
2021-05-01,113.74920903747858
2021-05-02,108.5405278063279
2021-05-03,101.86088971342922
2021-05-04,96.35342036973601
2021-05-05,90.69942993239205
2021-05-06,84.89891840139747
2021-05-07,80.10107082499283
2021-05-08,76.13207296463175
2021-05-09,72.36561896902307
2021-05-10,67.37097345310721
2021-05-11,62.68517141890604
2021-05-12,58.17318362325124
2021-05-13,53.724401005249675
2021-05-14,49.80137054681823
2021-05-15,46.945645701940265
2021-05-16,44.25367972643657
2021-05-17,41.24281490004611
2021-05-18,38.13426934455519
2021-05-19,35.137769331267734
2021-05-20,32.99884866022987
2021-05-21,30.362905455827903
2021-05-22,28.42365568692184
2021-05-23,26.78606699317894
2021-05-24,24.503498191110978
2021-05-25,22.48955139406927
2021-05-26,20.78588456005253
2021-05-27,18.964426258591125
2021-05-28,17.289489050780404
2021-05-29,16.184834923159094
2021-05-30,15.266923365876888
2021-05-31,14.030112957707907
