date,combined_baseline,empirical
2020-09-15,13.705468181579857,13.990361445783115
2020-09-16,13.187616669216421,14.399999999999983
2020-09-17,13.407158896140723,14.772289156626492
2020-09-18,14.354039493180665,15.120481927710827
2020-09-19,14.843735971862202,15.171084337349377
2020-09-20,15.532193581179031,15.187951807228895
2020-09-21,15.874554960134052,15.342168674698776
2020-09-22,16.079971787507066,15.410843373493956
2020-09-23,16.81257725576047,15.487951807228898
2020-09-24,17.93015971517449,15.69156626506022
2020-09-25,18.806413314457973,16.01445783132528
2020-09-26,19.977145582353113,16.49759036144576
2020-09-27,21.027213420182992,16.808433734939733
2020-09-28,22.045678669186255,17.26265060240961
2020-09-29,23.00812114708778,17.873493975903585
2020-09-30,24.020840470849844,18.58433734939756
2020-10-01,25.384061234325294,19.56987951807226
2020-10-02,26.56772183401315,20.885542168674668
2020-10-03,27.82751594314694,22.14578313253009
2020-10-04,29.469414080820748,23.149397590361417
2020-10-05,31.392862555313506,24.851807228915636
2020-10-06,33.16260752960409,26.77951807228913
2020-10-07,35.369042822226106,29.018072289156603
2020-10-08,37.81249753104775,31.21927710843371
2020-10-09,40.54324850192955,33.58554216867467
2020-10-10,43.58571591714664,35.68313253012046
2020-10-11,46.575033523882574,37.61927710843371
2020-10-12,49.508328359516796,40.428915662650574
2020-10-13,52.18018359667626,43.524096385542144
2020-10-14,55.18673897913584,47.461445783132504
2020-10-15,58.61992931075473,51.40722891566262
2020-10-16,62.61334735339093,55.76265060240961
2020-10-17,66.42002282568802,59.19397590361443
2020-10-18,70.96361321016941,62.83734939759033
2020-10-19,75.17968585590225,68.15060240963851
2020-10-20,79.66438050666133,74.7204819277108
2020-10-21,84.41195123720544,82.10120481927706
2020-10-22,90.00991890344763,89.4638554216867
2020-10-23,95.32489975156055,96.978313253012
2020-10-24,99.88429143045526,103.45180722891563
2020-10-25,104.34887534287012,108.6325301204819
2020-10-26,108.17422507220115,115.43614457831325
2020-10-27,110.89635715522114,121.4927710843373
2020-10-28,113.77650218237423,127.14939759036145
2020-10-29,118.097437963759,131.57831325301203
2020-10-30,122.98578386271262,135.62168674698793
2020-10-31,129.2833179270713,137.5469879518072
2020-11-01,135.8695847348004,140.20602409638553
2020-11-02,142.34955192556734,143.93855421686746
2020-11-03,147.57834389506218,146.23855421686747
2020-11-04,151.9926509616165,147.24939759036144
2020-11-05,153.70924612742598,148.77831325301204
2020-11-06,154.82682858683998,149.63975903614457
2020-11-07,155.22329742848297,151.19518072289154
2020-11-08,154.325496609545,149.82891566265056
2020-11-09,152.95796640213862,149.11325301204815
2020-11-10,150.8607036890995,149.18192771084335
2020-11-11,149.75892252409878,150.1855421686747
2020-11-12,150.51738465593763,151.4867469879518
2020-11-13,150.95263849295873,152.7144578313253
2020-11-14,151.05031922205924,152.68554216867466
2020-11-15,151.4108760309447,152.32771084337347
2020-11-16,151.11927032495362,151.96867469879516
2020-11-17,150.89805220316734,152.08795180722888
2020-11-18,150.66390574958828,152.60361445783127
2020-11-19,150.97274923130297,152.89036144578307
2020-11-20,150.853521282548,152.74216867469872
2020-11-21,151.2183875353644,151.20602409638548
2020-11-22,151.18391198391717,150.4530120481927
2020-11-23,151.19540383439957,149.64457831325296
2020-11-24,151.48413657777004,148.38554216867465
2020-11-25,151.9208268961015,147.09397590361442
2020-11-26,151.94955652230746,145.8746987951807
2020-11-27,152.367572583605,144.6409638554217
2020-11-28,152.59453663063258,146.055421686747
2020-11-29,153.01542565455065,146.42048192771085
2020-11-30,153.40614857095252,146.66746987951808
