date,combined_baseline,empirical
2020-09-15,0.17237775723609508,0.11703958691910653
2020-09-16,0.2082897899936149,0.12564543889845248
2020-09-17,0.3351789724035182,0.13425129087779844
2020-09-18,0.30884348171467024,0.139414802065406
2020-09-19,0.3188988508867759,0.14974182444062115
2020-09-20,0.3279965658520142,0.17211703958692062
2020-09-21,0.33859916599947243,0.175559380378659
2020-09-22,0.3857978376236414,0.18932874354561252
2020-09-23,0.41863169614480233,0.18588640275387408
2020-09-24,0.3981105345690767,0.1962134251290892
2020-09-25,0.4350486254053827,0.20826161790017356
2020-09-26,0.44120497387810026,0.20998278829604278
2020-09-27,0.44120497387810037,0.2013769363166968
2020-09-28,0.43299650924781014,0.21514629948365033
2020-09-29,0.41863169614480233,0.2013769363166968
2020-09-30,0.43710074156295525,0.21686746987951952
2020-10-01,0.44530920619324554,0.2271944922547347
2020-10-02,0.44941343850839055,0.24956970740103418
2020-10-03,0.48635152934469666,0.24956970740103418
2020-10-04,0.5253417363385753,0.2581755593803801
2020-10-05,0.549967130229446,0.2977624784853715
2020-10-06,0.5786967564354618,0.31841652323580183
2020-10-07,0.60127003416876,0.3614457831325315
2020-10-08,0.6730940996837995,0.39586919104991536
2020-10-09,0.6977194935746704,0.4457831325301219
2020-10-10,0.7243970036231137,0.4974182444061976
2020-10-11,0.7510745136715571,0.528399311531843
2020-10-12,0.7839083721927179,0.5593803786574885
2020-10-13,0.8495760892350399,0.6299483648881253
2020-10-14,0.8618887861804754,0.6592082616179017
2020-10-15,0.8783057154410557,0.7452667814113612
2020-10-16,0.9706509425318208,0.796901893287437
2020-10-17,1.0424750080468603,0.8571428571428585
2020-10-18,1.0814652150407393,0.9328743545611029
2020-10-19,1.1758625582890767,1.0292598967297775
2020-10-20,1.2702599015374147,1.1721170395869205
2020-10-21,1.4015953356220587,1.3511187607573163
2020-10-22,1.5226701889188397,1.5903614457831337
2020-10-23,1.6765789007367813,1.784853700516352
2020-10-24,1.8243312640820055,1.9087779690189337
2020-10-25,2.06853308683314,2.0413080895008613
2020-10-26,2.2162854501783644,2.2512908777969027
2020-10-27,2.431757646723483,2.409638554216868
2020-10-28,2.6185002170625866,2.5834767641996566
2020-10-29,2.8339724136077047,2.6437177280550777
2020-10-30,3.000193822371082,2.7383820998278834
2020-10-31,3.092539049461848,2.8261617900172125
2020-11-01,3.2341350643343536,2.941480206540448
2020-11-02,3.4557636093521906,3.122203098106713
2020-11-03,3.6548188766367296,3.2203098106712567
2020-11-04,3.8518220277636948,3.2426850258175572
2020-11-05,4.028304017314935,3.304647160068848
2020-11-06,4.268401607750923,3.337349397590362
2020-11-07,4.582375379859527,3.361445783132532
2020-11-08,4.904557616598418,3.34423407917384
2020-11-09,5.156967903979843,3.392426850258178
2020-11-10,5.351918938949234,3.5335628227194515
2020-11-11,5.57970383243979,3.7504302925989697
2020-11-12,5.735664660415306,3.9707401032702263
2020-11-13,5.93266781154227,4.2839931153184185
