date,combined_baseline,empirical
2021-05-11,0.7443951229361748,0.82
2021-05-12,0.7403347089403477,0.8
2021-05-13,0.7390381730317753,0.79
2021-05-14,0.7303700543965884,0.8
2021-05-15,0.7307856436734342,0.81
2021-05-16,0.7227763395106357,0.81
2021-05-17,0.722534571651116,0.81
2021-05-18,0.719831048287587,0.8
2021-05-19,0.7186320852297231,0.81
2021-05-20,0.7152610979680266,0.81
2021-05-21,0.7050347447353854,0.8
2021-05-22,0.7024120842324332,0.79
2021-05-23,0.6916105820921127,0.74
2021-05-24,0.6863957795777318,0.73
2021-05-25,0.6819692774841409,0.73
2021-05-26,0.6806227657917808,0.75
2021-05-27,0.6778667969061324,0.79
2021-05-28,0.6685100246801986,0.81
2021-05-29,0.6648504693516347,0.83
2021-05-30,0.6589839854943034,0.84
2021-05-31,0.6579050319533136,0.82
