date,spring_no_effects
2021-01-15,0.011236075645798873
2021-01-16,0.013816161479514477
2021-01-17,0.016983033244355704
2021-01-18,0.019602290838982555
2021-01-19,0.022724272026677806
2021-01-20,0.025974775933720985
2021-01-21,0.029406320731611393
2021-01-22,0.03364222000116517
2021-01-23,0.038699340947393836
2021-01-24,0.044310547161147344
2021-01-25,0.04995387780600092
2021-01-26,0.05564787878334784
2021-01-27,0.06247002573562104
2021-01-28,0.06979127942594993
2021-01-29,0.07713561256764014
2021-01-30,0.08666477366067206
2021-01-31,0.0960896739373496
2021-02-01,0.1021195052663992
2021-02-02,0.10898721494384918
2021-02-03,0.11607069630517423
2021-02-04,0.12339915844504946
2021-02-05,0.1308151410349026
2021-02-06,0.13644935969700267
2021-02-07,0.14226021819501147
2021-02-08,0.15244953478502574
2021-02-09,0.1616832910526517
2021-02-10,0.1714619353729181
2021-02-11,0.1817989810034556
2021-02-12,0.19286447997806958
2021-02-13,0.20353559904003218
2021-02-14,0.2147691699834864
2021-02-15,0.22717905368307495
2021-02-16,0.24021180954969143
2021-02-17,0.2541520981034216
2021-02-18,0.26803147851766945
2021-02-19,0.2827622595064874
2021-02-20,0.2984745013797308
2021-02-21,0.3144657061934624
2021-02-22,0.33096516452943014
2021-02-23,0.3477676148125523
2021-02-24,0.36408822302760147
2021-02-25,0.3816032005420374
2021-02-26,0.3993959926097934
2021-02-27,0.41696267437220214
2021-02-28,0.4357413752671101
2021-03-01,0.45331567707605785
2021-03-02,0.4708586065717364
2021-03-03,0.48989282529119116
2021-03-04,0.5084969580531805
2021-03-05,0.5255064115404416
2021-03-06,0.5439659226685186
2021-03-07,0.5614786118536671
2021-03-08,0.5790185459179995
2021-03-09,0.5977360725951263
2021-03-10,0.6136634059556273
2021-03-11,0.6302429301038391
2021-03-12,0.6479041681587641
2021-03-13,0.6638933090854207
2021-03-14,0.67909488219551
2021-03-15,0.6949819890752847
2021-03-16,0.7093024816960523
2021-03-17,0.7240737136445813
2021-03-18,0.7380550174454575
2021-03-19,0.7509859404142257
2021-03-20,0.7636697323955965
2021-03-21,0.7766333465537407
2021-03-22,0.7889488041156401
2021-03-23,0.800823267788066
2021-03-24,0.8125551540315323
2021-03-25,0.823202950598198
2021-03-26,0.8334602088950339
2021-03-27,0.8429833539277927
2021-03-28,0.8517351738301606
2021-03-29,0.8601002734917791
2021-03-30,0.8685892289725178
2021-03-31,0.876347917765142
2021-04-01,0.8836266456843054
2021-04-02,0.8906668664699466
2021-04-03,0.8972057571984261
2021-04-04,0.9032967990427591
2021-04-05,0.9093482387038505
2021-04-06,0.9146705491012078
2021-04-07,0.9197308532073669
2021-04-08,0.9247663045348548
2021-04-09,0.9292814943824376
2021-04-10,0.9334599075957697
2021-04-11,0.9373585327506639
2021-04-12,0.9410823228868727
2021-04-13,0.9447603278874119
2021-04-14,0.9482840071656742
2021-04-15,0.9514054923698642
2021-04-16,0.9544286969724044
2021-04-17,0.9571181360766642
2021-04-18,0.959730181743115
2021-04-19,0.9622035904397651
2021-04-20,0.9647149678520506
2021-04-21,0.9668891913585203
2021-04-22,0.9690012809245269
2021-04-23,0.9709860177001054
2021-04-24,0.9728322644632761
2021-04-25,0.9744843923379276
2021-04-26,0.9760210548775243
2021-04-27,0.9775191229700155
2021-04-28,0.978986827693309
2021-04-29,0.9802591986175357
2021-04-30,0.9815372105414987
2021-05-01,0.9826908589623282
