date,spring_no_effects,spring_without_rapid_tests_and_no_vaccinations,spring_without_rapid_tests,spring_baseline
2021-01-15,0.8507592851243985,0.8520708894650729,0.8524209793427957,0.850729336136194
2021-01-16,0.8486250857419474,0.8499689382812805,0.8500063725570814,0.8492984774014585
2021-01-17,0.8468017777375445,0.8466415578657898,0.8469791649315731,0.8459101807814605
2021-01-18,0.8479984060340168,0.8476402078960011,0.8491063960421872,0.8457040864306298
2021-01-19,0.8485195875459757,0.8472151759262044,0.8493254821218564,0.8431274119948651
2021-01-20,0.8514645706152095,0.8485979011810687,0.8500637208150458,0.8444168640431138
2021-01-21,0.8514803521390287,0.850806745592476,0.8517172017313082,0.845787050828324
2021-01-22,0.8505663179191746,0.8491962091959926,0.8503977847053231,0.8436539638226261
2021-01-23,0.8482696862763102,0.8468347423550497,0.8481535187908052,0.842989643497901
2021-01-24,0.8469997076681111,0.8447397908076107,0.8465938182340157,0.8388075131391254
2021-01-25,0.8490600691116991,0.8454640302399735,0.847644499148538,0.8395369951222806
2021-01-26,0.8509348465224071,0.8465751600056641,0.8470715019346967,0.8401778244945751
2021-01-27,0.8541372506120227,0.8492797063581113,0.8479791493399943,0.842952155245617
2021-01-28,0.8563063058048109,0.8493750715304419,0.8499498616508722,0.8440347004847196
2021-01-29,0.8583456209348358,0.8479529877662804,0.8504320081565332,0.8432142068700154
2021-01-30,0.858258242215073,0.8492776555790625,0.850086373146953,0.8429277894916887
2021-01-31,0.8599861432107311,0.8481526503746465,0.8491276672362204,0.8413464163100247
2021-02-01,0.8619970091520222,0.8504755031998463,0.8501052283342586,0.8440115580723245
2021-02-02,0.8621107773471414,0.8497258906251467,0.8495736556753298,0.8437042264531999
2021-02-03,0.865293148078503,0.8520789412413439,0.8506238320454889,0.8459655246963481
2021-02-04,0.8676949775808487,0.8553222781877726,0.8532385731563307,0.8480512674201868
2021-02-05,0.8670603335781728,0.8570659142170919,0.8547753486533044,0.8480188653517229
2021-02-06,0.8685218095831829,0.8589018376174401,0.8539766242743584,0.8499455723777949
2021-02-07,0.8700041348279584,0.8576940478328782,0.853078416460342,0.8492080067322815
2021-02-08,0.8729463899546449,0.8617517530550388,0.8559679419090763,0.8523225955629319
2021-02-09,0.8760152143663776,0.8628338612726574,0.8575467452031647,0.8530834260277358
2021-02-10,0.8815287098128392,0.8684297624683542,0.8614723159212291,0.8574404728295686
2021-02-11,0.8876970115183138,0.8725353153982333,0.8685718917210771,0.8612244693557075
2021-02-12,0.893992138466057,0.8761783640480098,0.8730338322179776,0.8628982250193213
2021-02-13,0.9031472781282462,0.8820913905075226,0.8786111701356101,0.8678894595607307
2021-02-14,0.9099884261931467,0.8899688849961052,0.8849311488877063,0.8726345811780607
2021-02-15,0.921513562831552,0.9022542589502558,0.895901783815429,0.8852012230861864
2021-02-16,0.936133171327103,0.9142870664665123,0.9105217618716988,0.8982089333702403
2021-02-17,0.9570994736139437,0.9295179488999896,0.9261415639298034,0.9133602779500226
2021-02-18,0.9768700875108471,0.9453844483418818,0.9422646563378104,0.930930011012698
2021-02-19,0.9908757507437095,0.9580099171865223,0.956654614346878,0.9442744461599338
2021-02-20,1.0035118984163096,0.9681735137058773,0.9681043007593035,0.9579010985435638
2021-02-21,1.015517186118915,0.9756096453231545,0.9777866554533403,0.9677156393645241
2021-02-22,1.029053547962485,0.9848383498486865,0.9882384322739594,0.9790894333159111
2021-02-23,1.04263161332032,0.9922621521238885,0.9950353487516989,0.9853234545134538
2021-02-24,1.0527962599578253,0.9999776190045221,0.9995783650315371,0.9912055922042572
2021-02-25,1.0596620705791402,1.0103262339945134,1.0042311537470112,1.0011154914904177
2021-02-26,1.0664495963117573,1.0167539937566514,1.0083311891063391,1.0041802298593938
2021-02-27,1.0750286790329588,1.0217020175352358,1.008646403123525,1.0073361022016523
2021-02-28,1.0819305193702207,1.0245458524244824,1.011090976081322,1.0068769795916541
2021-03-01,1.087493106841596,1.0314548452638497,1.0129998329804855,1.0094761662937464
2021-03-02,1.0954714435826958,1.0341398729546134,1.0171935237024181,1.013746860307889
2021-03-03,1.102580987587308,1.0381698996570123,1.0230978554890295,1.0190743417924766
2021-03-04,1.1144195941911437,1.0458263377963624,1.0296825415419741,1.0270983293262144
2021-03-05,1.122341485163079,1.047603222524495,1.0352628582495347,1.0317597798365747
2021-03-06,1.131422509638539,1.0523171687956634,1.0414370687691121,1.0357794563393414
2021-03-07,1.1365894640306309,1.0576588329374317,1.0435291260001642,1.0420881380786757
2021-03-08,1.1434721287312652,1.0642602465469309,1.046951990585375,1.0476570344757634
2021-03-09,1.1529260674660124,1.0684766864034794,1.0547410174391545,1.0515432397091
2021-03-10,1.1617176035969417,1.076005092283117,1.0610579989717965,1.0541683189786852
2021-03-11,1.1715436232494623,1.0857112535295421,1.0701899210929184,1.0598812613331432
2021-03-12,1.179245291447,1.0899207011923366,1.0745496552887015,1.0627882804074829
2021-03-13,1.1849015620715864,1.0955529490757103,1.079074560090334,1.0616860206583876
2021-03-14,1.1863104526415487,1.0968408243220333,1.0781656702735463,1.0595623928296876
2021-03-15,1.192156235956417,1.0995312779263715,1.083777902131269,1.0593937054844962
2021-03-16,1.1989474444432746,1.1030686356591048,1.0882118550659563,1.0617019877305323
2021-03-17,1.2065333778857368,1.1061710922410588,1.0906757221728618,1.0638312729714359
2021-03-18,1.2166418402496584,1.1125757733176234,1.096410046218554,1.0693391662356082
2021-03-19,1.2242590445134978,1.1162073288507517,1.0999776821326621,1.0694235992232715
