date,combined_baseline,empirical
2021-03-02,0.03892788422617317,0.05349543373493976
2021-03-03,0.04057279897459861,0.05560150602409638
2021-03-04,0.04230365634770318,0.05778155421686747
2021-03-05,0.044133569367733785,0.060216108433734934
2021-03-06,0.046040313616703896,0.06206215662650602
2021-03-07,0.048002465001928486,0.06345927710843373
2021-03-08,0.05003387530747113,0.06570963855421687
2021-03-09,0.05211595236094424,0.06806999999999999
2021-03-10,0.054273259992753974,0.07070262650602409
2021-03-11,0.05650025748927486,0.07337049397590362
2021-03-12,0.058815906403802895,0.07642598795180723
2021-03-13,0.06120801716636208,0.07880680722891566
2021-03-14,0.06363337221067392,0.08043667469879517
2021-03-15,0.0660642064051265,0.08272559036144578
2021-03-16,0.06835098204531748,0.08407744578313253
2021-03-17,0.07047824669658034,0.08559350602409638
2021-03-18,0.07242987072591658,0.08703204819277108
2021-03-19,0.074222599401172,0.08897497590361446
2021-03-20,0.07596182940819944,0.09098130120481927
2021-03-21,0.07768745388510222,0.09251593975903614
2021-03-22,0.07941387868730644,0.09481053012048192
2021-03-23,0.08131705225416239,0.09739950602409639
2021-03-24,0.0834273869471253,0.10036585542168674
2021-03-25,0.08577603388946706,0.10347233734939759
2021-03-26,0.08834046084577761,0.10692586746987952
2021-03-27,0.09100326625068218,0.10962114457831325
2021-03-28,0.09369506805689329,0.1113587469879518
2021-03-29,0.09643759817451955,0.11400827710843373
2021-03-30,0.0992153426054098,0.11684387951807229
2021-03-31,0.10198009714102256,0.11971903614457831
2021-04-01,0.10470089534854014,0.12251793975903615
2021-04-02,0.10720135784421916,0.12442934939759036
2021-04-03,0.10960276469297212,0.1264309156626506
2021-04-04,0.1120015858753666,0.12815021686746988
2021-04-05,0.11432548429684804,0.1302753253012048
2021-04-06,0.11672609082029958,0.1336479518072289
2021-04-07,0.1197170295988,0.1406557469879518
2021-04-08,0.12341637939605606,0.14841326506024097
2021-04-09,0.1277658395920311,0.15487548192771083
2021-04-10,0.13235213451375163,0.15853498795180723
2021-04-11,0.1370556463103926,0.16107484337349398
2021-04-12,0.1420403801052674,0.1651685421686747
2021-04-13,0.14740138991879465,0.17117527710843372
2021-04-14,0.15295238464619001,0.17951234939759037
2021-04-15,0.158445017190064,0.18686207228915663
2021-04-16,0.16390982303884133,0.1931291686746988
2021-04-17,0.16938023116472883,0.1968277469879518
2021-04-18,0.1748793894379839,0.19956918072289156
2021-04-19,0.18037799363987644,0.2036587108433735
2021-04-20,0.18586957960451003,0.20961633734939758
2021-04-21,0.1912779933012772,0.21737160240963854
2021-04-22,0.19661647087939438,0.22423103614457832
2021-04-23,0.20189510875035674,0.2300796265060241
2021-04-24,0.20718162674736415,0.2338335060240964
2021-04-25,0.21248396655994645,0.2366854578313253
2021-04-26,0.2178157952817131,0.24098150602409638
2021-04-27,0.22349422642249367,0.24936519277108432
2021-04-28,0.2297795503957148,0.26136895180722897
2021-04-29,0.23648325981114185,0.27115732530120484
2021-04-30,0.24349558697550608,0.2791660120481928
2021-05-01,0.25042504968942764,0.2823396987951807
2021-05-02,0.25728839322075214,0.28472890361445785
2021-05-03,0.26411892341471715,0.2887952048192771
2021-05-04,0.2709274754446346,0.29702498795180726
2021-05-05,0.27759473927710315,0.3080397228915663
2021-05-06,0.28418480249972367,0.3172878915662651
2021-05-07,0.2907514715981481,0.32513244578313255
2021-05-08,0.29733630192456684,0.3284337590361446
2021-05-09,0.30389872314254507,0.3306658915662651
2021-05-10,0.31056358599910916,0.33544936144578313
2021-05-11,0.31742772985573525,0.3450742891566265
2021-05-12,0.3245251377559926,0.35772142168674703
2021-05-13,0.330765705075817,0.36097169879518076
2021-05-14,0.33680218944377105,0.36738798795180727
2021-05-15,0.3427777259618449,0.3702623855421687
2021-05-16,0.3487184791110479,0.37225139759036147
2021-05-17,0.3545928668237152,0.37656998795180724
2021-05-18,0.35999715576700564,0.3829041445783133
2021-05-19,0.3645867135534167,0.38984850602409643
2021-05-20,0.3695132082917396,0.3954571325301205
2021-05-21,0.37423968326818374,0.4004733373493976
2021-05-22,0.3789551383808619,0.40327042168674704
2021-05-23,0.38362269710242225,0.4049242530120482
2021-05-24,0.3879351576440763,0.4067574096385542
2021-05-25,0.39185465846271683,0.410340843373494
2021-05-26,0.3957192446529806,0.4169005421686747
2021-05-27,0.39961547447439444,0.42273072289156627
2021-05-28,0.4035493195849762,0.42801022891566265
2021-05-29,0.40739974617375274,0.4302235421686747
2021-05-30,0.41120769395806744,0.43157973493975904
2021-05-31,0.41513322799821123,0.434236
