date,combined_baseline
2021-04-16,210.98391069108393
2021-04-17,205.4031808005653
2021-04-18,200.96445355173586
2021-04-19,195.30399894849558
2021-04-20,190.5183614632285
2021-04-21,184.50884190158519
2021-04-22,178.36357485611836
2021-04-23,170.6582891076649
2021-04-24,165.9157460617068
2021-04-25,160.8090550035875
2021-04-26,154.6206935188117
2021-04-27,146.91971721428914
2021-04-28,140.96622042374753
2021-04-29,133.97845708978934
2021-04-30,128.12838695358937
2021-05-01,123.16175282322438
2021-05-02,117.93655205700524
2021-05-03,111.06083426525049
2021-05-04,105.9045846019258
2021-05-05,100.25274888654734
2021-05-06,94.55781873185984
2021-05-07,89.45759183963688
2021-05-08,85.09858930352912
2021-05-09,81.12528199923715
2021-05-10,76.5098675492407
2021-05-11,71.7199206200427
2021-05-12,67.18638560473339
2021-05-13,62.49986532987707
2021-05-14,58.2830744434891
2021-05-15,54.95833845079792
2021-05-16,52.38344570208373
2021-05-17,48.841082790882
2021-05-18,45.52712040801807
2021-05-19,42.25840718642861
2021-05-20,39.91622440998317
2021-05-21,37.06983669362216
2021-05-22,35.218930525299584
2021-05-23,33.105148277191965
2021-05-24,30.642301070681263
2021-05-25,28.063098878036193
2021-05-26,25.947161907963125
2021-05-27,23.93034214830081
2021-05-28,22.06866237015098
2021-05-29,20.52588144288793
2021-05-30,19.38172407923335
2021-05-31,18.14275894909892
