date,spring_baseline,spring_no_effects,spring_without_rapid_tests_without_seasonality,spring_without_rapid_tests_and_no_vaccinations,spring_without_vaccinations_without_seasonality
2021-01-15,0.006949732999091743,0.007072284866549895,0.0070340925870388095,0.0070551391665558015,0.007198234741263389
2021-01-16,0.00867381979673304,0.00862089038973802,0.00860567835415108,0.008777242225593928,0.008896227231145267
2021-01-17,0.010434681260092341,0.010301713493397677,0.0104621963062439,0.010628349741701362,0.010708951453754865
2021-01-18,0.011983413982867853,0.011945941538035108,0.01214219662965853,0.01238698868434662,0.01240717634415985
2021-01-19,0.013721378577166802,0.013663168073779116,0.01403606998487382,0.014258265134424807,0.014387204128009656
2021-01-20,0.015822801514674474,0.015649756591536935,0.016274981261720035,0.01655924586170172,0.016476398469987948
2021-01-21,0.018230485152244104,0.017872514454683373,0.018554180363672047,0.019238406746323013,0.019157381443116562
2021-01-22,0.020626377330825365,0.020423487360311625,0.02114798315548545,0.021961796991330496,0.02171380387226126
2021-01-23,0.02373629264830574,0.023717630102206722,0.02468650598235073,0.025066205080787017,0.02499341846194409
2021-01-24,0.027289290577463272,0.026915116808670914,0.028504837516223236,0.028798931610390634,0.02855259641926876
2021-01-25,0.03099076527887224,0.0302775327825422,0.03204534239066943,0.032102111056728395,0.032284487561186286
2021-01-26,0.03495206671123495,0.0344657722362619,0.03610679162032348,0.036251006984111815,0.03630702939290355
2021-01-27,0.039021522312212814,0.03865520176246782,0.03988666210708587,0.04000740086818905,0.04071917970520399
2021-01-28,0.04362732962877482,0.042911142742272965,0.0443218935365581,0.04395958830887071,0.04498495608095132
2021-01-29,0.048416490152278294,0.047742742025382964,0.04929919472460391,0.04885395736391762,0.05044392665528617
2021-01-30,0.054409186218537575,0.05313756455684622,0.05507210277289285,0.05496424758373901,0.05673473914010542
2021-01-31,0.060799489329529596,0.05975217626438027,0.06121049084005786,0.061551440366601505,0.06327126430208203
2021-02-01,0.06454851352001019,0.06373506591544907,0.06489024162007243,0.06581922337938681,0.06836263647376901
2021-02-02,0.06893805956072371,0.06765607552466887,0.0692431931641024,0.07015478711924125,0.0727715869349192
2021-02-03,0.07286522116650421,0.07193285662981203,0.07405841818822569,0.0749708852894438,0.07764027010746062
2021-02-04,0.07765802350966007,0.07723056504593477,0.07888149784808218,0.08087438855472456,0.08275855361940049
2021-02-05,0.08230674943878064,0.0825251871090345,0.08283536818642989,0.08532720427166941,0.08721536485006348
2021-02-06,0.08572024021663081,0.08658474351465346,0.08674727303137234,0.08887237578735491,0.09202854697355864
2021-02-07,0.09000177965496108,0.09066051105726355,0.09048578354888384,0.09255537710308921,0.09605234015118044
2021-02-08,0.09653707127685063,0.09821456832445957,0.09730153217328136,0.09947503417548109,0.10264091223675087
2021-02-09,0.10223405750335295,0.1044687845515854,0.10347528645468733,0.10587885149810754,0.10918363767292574
2021-02-10,0.10916226424486117,0.11211599068273495,0.11005350216776037,0.11328934219338238,0.11606650818418315
2021-02-11,0.11578773301086458,0.11933169993396622,0.11696545327770666,0.11969102771355974,0.1236735867554923
2021-02-12,0.12289001040272099,0.12600973772522459,0.12448115980588854,0.12743932648201167,0.13221148995280224
2021-02-13,0.13048996710307864,0.13465167072857032,0.1318316314325952,0.13601796838482266,0.1399097456345843
2021-02-14,0.13749847040255264,0.1435202191527796,0.13868822497331848,0.14462997306995748,0.14894814319388372
2021-02-15,0.14661977946317367,0.15242950638588076,0.14700439338835503,0.15303113381437472,0.15775098270121052
2021-02-16,0.157045881475616,0.16134213409909148,0.1551136372229764,0.16205746873937968,0.16794811525581793
2021-02-17,0.1661678547967696,0.17044905098882085,0.1630448501631816,0.17203448200087262,0.17830235835798547
2021-02-18,0.17627527357162287,0.18054726263873697,0.1725008874408817,0.18276148049623558,0.1878578217088816
2021-02-19,0.18837409795251117,0.1924455521916816,0.18274777297675537,0.1933032029059917,0.19985511563318453
2021-02-20,0.20130068262910883,0.20321629820207895,0.19187511546536015,0.20554783219822076,0.21155334292811118
2021-02-21,0.2128858466073114,0.21441258776671557,0.20357233162957034,0.21760872465481024,0.2241964651897317
2021-02-22,0.22449398553239944,0.2253218035814409,0.21485031040544258,0.23093567401865708,0.23674120096204815
2021-02-23,0.23740991828243088,0.23899708357718857,0.22675322728875238,0.2450137419106008,0.24900999897854179
2021-02-24,0.2503293180665075,0.2524142917050258,0.24012388872104795,0.2575240261124968,0.2635737106601742
2021-02-25,0.26351917820063137,0.2661068492100725,0.2537363904445113,0.2707279853122563,0.279445012199131
2021-02-26,0.27756469101044234,0.2790023570896949,0.2670836986938096,0.2859022825000615,0.2934355990095907
2021-02-27,0.289533677496979,0.29419520837743846,0.2823766351230368,0.299661147271345,0.3076845459811361
2021-02-28,0.30594326696948027,0.3092729908893383,0.29753910416541396,0.31371789924427,0.32386716691692435
2021-03-01,0.3223301081981254,0.32654935265573515,0.31280454245872436,0.32967507100837723,0.34059705402273427
2021-03-02,0.3390136734914341,0.3417654077753804,0.32807927273480664,0.3451470176516326,0.35852313461028146
2021-03-03,0.3565829535906142,0.3579071714253529,0.34436506859349525,0.36249742433816856,0.37422298622111055
2021-03-04,0.3748653961201559,0.3752062479711653,0.36094426912313027,0.37971008679831125,0.3912506210573878
2021-03-05,0.38993523705681693,0.39301238250756143,0.3785345520740465,0.3971712668851724,0.40797429753156217
2021-03-06,0.4099106923290094,0.4109912014857057,0.3968962438720026,0.41484953078581344,0.4274029710048105
2021-03-07,0.4275429285688723,0.42971834867983294,0.4135560968927271,0.43373705356209796,0.44493523207379077
