date,spring_educ_open_after_easter_without_tests,spring_educ_open_after_easter_with_tests,spring_close_educ_after_easter,spring_baseline
2021-04-06,355.53528064791874,355.0694502801498,355.28492247669493,355.52502006713087
2021-04-07,351.74091787256725,351.51313297907654,351.9645985337425,351.52339355986436
2021-04-08,349.1593557463409,348.27899791474226,348.539616666754,348.3672389095179
2021-04-09,349.2804305996376,347.91782547100956,348.088151112088,347.7167180875674
2021-04-10,347.07645784640476,344.8458075831233,345.6030384452676,345.00587264341414
2021-04-11,342.90860993037484,340.5096861421725,341.3510537667773,340.6451258085724
2021-04-12,341.9461674524734,337.1914143153777,337.06213099745065,336.6168217912574
2021-04-13,337.11138178523237,332.4530781075427,329.8222651935347,329.18816130084474
2021-04-14,334.91561749662975,329.35643482576575,323.82187754879243,324.1809978763677
2021-04-15,330.9037304085753,322.92715490409086,317.4151709048509,317.3556595362814
2021-04-16,326.4506383466429,317.3064087484997,308.6239052858101,308.98097349722775
2021-04-17,319.4426616685326,310.27996302497115,300.35182505463507,300.16713460045355
2021-04-18,315.2563447070846,304.07436376447174,294.03541152162677,293.462871113664
2021-04-19,308.9912340780156,294.69208869204994,285.1538527916527,283.9595211879454
2021-04-20,304.07436376447174,287.96525192752716,276.3851604503452,275.21340212437127
2021-04-21,297.8523475747117,279.0775368490804,267.7478035431223,265.67927045628915
2021-04-22,290.8053806896076,268.9298224498841,256.95162043813303,254.51165432677928
2021-04-23,282.2562647771603,258.2403493850886,246.09387384841665,243.41791437894196
2021-04-24,277.39685371602843,251.4457927873659,238.80680937287653,236.9024455786491
2021-04-25,271.3779970258681,244.72100813900062,230.72762806051333,229.36502293188508
2021-04-26,264.60601370587875,236.07544276714742,221.17707946317063,219.49434421396109
2021-04-27,255.89067638466804,224.43994415371102,210.26802996951488,208.30620692287548
2021-04-28,247.54471997182043,214.17320701737546,199.7222050357495,197.85683144851606
2021-04-29,239.48605982103302,204.78272348032343,189.74481627763168,187.8917553873437
2021-04-30,231.4704941095546,195.15419446899298,179.96648278679848,177.75635368509273
2021-05-01,225.19307078354007,187.5469998728715,172.2094837111742,169.6874329535175
2021-05-02,218.87665725053176,180.15322535713761,164.68847799367077,162.16847935217166
2021-05-03,208.69610899281432,170.28459875537112,154.3806985341838,152.1418398062721
2021-05-04,200.51842610488762,161.2819651721003,145.97728286892416,144.12216986247856
2021-05-05,191.61839832949548,152.22392445257503,136.99927467954421,135.5689497177161
2021-05-06,181.72925056615333,143.26848954092836,128.03152707095214,127.03214650221426
2021-05-07,173.92915705122,135.5279073945647,120.96814325658737,120.2827364599581
2021-05-08,167.510137710333,129.46595626509534,114.80769055155453,114.12433587108286
2021-05-09,161.1301085764399,123.32602472163822,108.9324819924243,107.80792233807452
2021-05-10,152.61177440635626,115.98355310984361,101.96349552130786,101.02978266961236
2021-05-11,144.8363062853138,109.02482721951509,95.35568149392427,94.45685461690745
2021-05-12,137.63748280454925,102.20154099558633,88.9674438954009,87.93112523582673
2021-05-13,129.36745468953185,95.36799419086968,82.23650289856288,81.5818778442972
2021-05-14,121.38267072041702,88.42363311364416,76.11298828436635,75.29829816981002
2021-05-15,115.79270630718938,83.84536196609976,71.7789189595731,70.84725822403513
2021-05-16,111.1918618819117,79.73702541863953,67.88195037634281,67.17191818582269
2021-05-17,105.15453614633319,74.71549718105945,62.856317906447615,62.08267011504274
2021-05-18,98.59186867441618,69.05165658615918,57.777330416455534,56.95237972111134
2021-05-19,92.43962443401362,63.9726690961671,53.32629047068065,52.67987388104527
2021-05-20,88.09119029611739,60.613354946220824,49.87463109364361,49.27541317563238
2021-05-21,83.2810300227673,56.402412590881916,46.17466566154028,45.66163662214711
2021-05-22,79.77191139331822,53.227788895117165,43.17241972301162,43.10675200596928
2021-05-23,75.98165285028169,50.4061291784549,40.54571104131874,40.7037239854518
2021-05-24,70.66256776985364,46.18697835848572,36.681576316609615,37.1371461035907
2021-05-25,65.27781497238323,42.32284363377659,33.61161054488107,33.894802574626056
2021-05-26,60.900651208280955,39.074343756339225,30.814576222109668,31.335813726133065
2021-05-27,56.433194333245495,36.12134860559232,28.559300564937416,28.885587033991435
2021-05-28,51.877496463434426,32.89952623820339,25.961321509450563,26.54207038204357
2021-05-29,49.17691160006894,30.80431564132181,24.237543937089615,24.844970319731072
2021-05-30,46.60766217078808,28.78298122611283,22.6307369857103,23.248423949139614
2021-05-31,43.18678453611463,26.8334708764189,21.210672604670084,21.81194263883882
