date,spring_educ_open_after_easter_without_tests,spring_educ_open_after_easter_with_tests,spring_close_educ_after_easter,spring_baseline
2021-04-06,4.730127743204753,4.730127743204753,4.730127743204753,4.730127743204753
2021-04-07,4.7342319755199,4.7342319755199,4.7342319755199,4.7342319755199
2021-04-08,4.795795460247077,4.795795460247077,4.795795460247077,4.795795460247077
2021-04-09,4.840942015713673,4.840942015713673,4.840942015713673,4.840942015713673
2021-04-10,4.888140687337842,4.888140687337842,4.888140687337842,4.888140687337842
2021-04-11,4.923026662016574,4.923026662016574,4.923026662016574,4.923026662016574
2021-04-12,4.996902843689187,4.996902843689187,4.996902843689187,4.996902843689187
2021-04-13,5.023580353737629,5.037945166840638,5.035893050683064,5.0194761214224854
2021-04-14,5.185697530185862,5.191853878658581,5.181593297870718,5.175436949398
2021-04-15,5.230844085652459,5.2246877371797416,5.216479272549451,5.191853878658581
2021-04-16,5.24931313107061,5.241104666440322,5.257521595700902,5.239052550282749
2021-04-17,5.2800948734342,5.2452088987554655,5.288303338064491,5.206218691761588
2021-04-18,5.2246877371797416,5.195958110973725,5.210322924076733,5.161072136294992
2021-04-19,5.177489065555571,5.132342510088976,5.161072136294992,5.11182134851325
2021-04-20,5.195958110973725,5.0851438384648056,5.122081929301114,5.099508651567816
2021-04-21,5.1405509747192655,5.0358930506830655,5.048205747628502,4.972277449798316
2021-04-22,5.060518444573935,5.01537188910734,5.011267656792196,4.949704172065018
2021-04-23,5.005111308319476,4.976381682113461,4.947652055907445,4.879932222707551
2021-04-24,4.947652055907445,4.881984338865124,4.855306828816681,4.851202596501535
2021-04-25,4.992798611374042,4.920974545859002,4.937391475119583,4.8963491519681295
2021-04-26,4.892244919652986,4.873775874234833,4.8429941318712455,4.799899692562221
2021-04-27,4.787586995616786,4.8984012681257045,4.84709836418639,4.756805253253197
2021-04-28,4.701398116998736,4.75885736941077,4.777326414828923,4.7321798593623265
2021-04-29,4.75064890478048,4.6870333038957295,4.72807562704718,4.762961601725915
2021-04-30,4.672668490792723,4.613157122223118,4.6767727231078675,4.672668490792723
2021-05-01,4.584427496017102,4.590583844489819,4.639834632271562,4.625469819168554
2021-05-02,4.463352642720322,4.428466668041588,4.477717455823329,4.5167076628172085
2021-05-03,4.430518784199161,4.354590486368975,4.469508991193038,4.5023428497142
2021-05-04,4.381267996417418,4.239671981544912,4.3607468348416925,4.465404758877895
2021-05-05,4.313548163217524,4.241724097702485,4.309443930902378,4.457196294247604
2021-05-06,4.169900032187445,4.1350140575087115,4.1740042645025905,4.28687065316908
2021-05-07,4.132961941351139,4.083711153569397,4.100128082829977,4.24582833001763
2021-05-08,4.028304017314939,3.9831574618483425,3.940063022539318,4.14117040598143
2021-05-09,3.960584184115043,3.91748974480602,3.837457214660689,3.9934180426362054
2021-05-10,3.8826037701272873,3.7943627753516673,3.73279929062449,3.878499537812141
2021-05-11,3.7717894976183692,3.648662528164016,3.5932553919095556,3.7348514067820626
2021-05-12,3.6548188766367327,3.433190331618897,3.4065128215704514,3.54810883644296
2021-05-13,3.5337440233399513,3.293646432903962,3.3552099176311385,3.4270339831461785
2021-05-14,3.455763609352194,3.209509670443487,3.2033533219707686,3.2813337359585275
2021-05-15,3.4208776346734604,3.1048517464072867,3.1007475140921414,3.1376856049284476
2021-05-16,3.2464477612797937,2.9673599638499253,2.975568428480215,3.0001938223710862
2021-05-17,3.154102534189028,2.8955358983348853,2.82781606513499,2.85859780749858
2021-05-18,3.0699657717285533,2.77035681272296,2.708793327995783,2.69853274720792
2021-05-19,2.9263176406984743,2.6739073533170497,2.6082396362747264,2.5056338283960997
2021-05-20,2.8319202974501354,2.6082396362747273,2.421497065935624,2.3763505104690283
2021-05-21,2.753939883462379,2.4892168991355192,2.3270997226872865,2.327099722687287
2021-05-22,2.593874823171719,2.368142045838738,2.2409108440692385,2.2819531672206907
2021-05-23,2.4851126668203736,2.2757968187479727,2.125992339245175,2.154721965451192
2021-05-24,2.3188912580569965,2.136252920033039,1.9885005566878136,2.048011925257419
2021-05-25,2.1547219654511918,2.0315949959968385,1.918728607330347,1.9413018850636456
2021-05-26,2.0726373191482894,1.9782399758999518,1.8243312640820089,1.8715299357061788
2021-05-27,1.92898918811821,1.8715299357061783,1.7627677793548318,1.7873931732457038
2021-05-28,1.7956016378759938,1.7422466177791072,1.637588693742906,1.6150154160096089
2021-05-29,1.7012042946276558,1.6540056230034874,1.5370350020218508,1.4528982395613765
2021-05-30,1.6416929260580517,1.534982885864279,1.4570024718765204,1.3728657094160468
2021-05-31,1.608859067536891,1.4528982395613768,1.389282638676626,1.2887289469555718
