date,spring_no_effects
2021-01-15,0.006946135525792726
2021-01-16,0.008575122909432896
2021-01-17,0.01037808968022282
2021-01-18,0.012183724593052008
2021-01-19,0.014041491855481291
2021-01-20,0.01620434501688065
2021-01-21,0.018449893089599132
2021-01-22,0.021106755790722378
2021-01-23,0.024555792441322468
2021-01-24,0.027894367081954363
2021-01-25,0.03126255588658117
2021-01-26,0.03499467143502828
2021-01-27,0.038939376269446276
2021-01-28,0.043544347447939356
2021-01-29,0.04807836080800612
2021-01-30,0.05353146037777163
2021-01-31,0.06045985223111515
2021-02-01,0.06415247862978112
2021-02-02,0.06855258793591484
2021-02-03,0.07273386596070841
2021-02-04,0.07760433266455397
2021-02-05,0.08247705066972542
2021-02-06,0.08671695230968907
2021-02-07,0.09030414431135315
2021-02-08,0.09759488628924816
2021-02-09,0.10463780270355606
2021-02-10,0.11175225971235318
2021-02-11,0.11837408312328741
2021-02-12,0.1258109010393958
2021-02-13,0.13377445619369946
2021-02-14,0.14124251233044402
2021-02-15,0.14969782872923856
2021-02-16,0.15814218509839548
2021-02-17,0.16814709211236908
2021-02-18,0.17874014378354763
2021-02-19,0.18922312906453656
2021-02-20,0.20024231335836673
2021-02-21,0.2125298966624634
2021-02-22,0.22441208698915108
2021-02-23,0.23714418899813788
2021-02-24,0.2493293650658307
2021-02-25,0.2633652662606168
2021-02-26,0.2783650789259438
2021-02-27,0.2930119369288206
2021-02-28,0.3077502314263731
2021-03-01,0.3240375972138016
2021-03-02,0.3399558766860395
2021-03-03,0.3564186882687365
2021-03-04,0.3724645777639873
2021-03-05,0.3896841565277545
2021-03-06,0.4081209068954742
2021-03-07,0.42645052033848196
2021-03-08,0.44402339775557653
2021-03-09,0.46191960965774936
2021-03-10,0.48102709063566507
2021-03-11,0.49961061986243355
2021-03-12,0.5183514886772604
2021-03-13,0.5357407810070733
2021-03-14,0.5540360191806993
2021-03-15,0.572282346221116
2021-03-16,0.5901801260390889
2021-03-17,0.6082801995261264
2021-03-18,0.6260741203035532
2021-03-19,0.6423981153956283
2021-03-20,0.6591186723430928
2021-03-21,0.6746003502367267
2021-03-22,0.6904140906704864
2021-03-23,0.7062258390930743
2021-03-24,0.7201748044955943
2021-03-25,0.7343905148971103
2021-03-26,0.7477604399984492
2021-03-27,0.7610569882752884
2021-03-28,0.774212267431553
2021-03-29,0.7866486625272503
2021-03-30,0.7984495542443287
2021-03-31,0.8099097760279875
2021-04-01,0.8203445958619856
2021-04-02,0.8308023186933737
2021-04-03,0.8406054384939293
2021-04-04,0.8498135296583572
2021-04-05,0.8581972648833717
2021-04-06,0.8666395704688273
2021-04-07,0.8747712450877448
2021-04-08,0.8825323951002112
2021-04-09,0.8898300015350213
2021-04-10,0.8960554712876699
2021-04-11,0.9023075180565578
2021-04-12,0.9083244650727108
2021-04-13,0.9139918213497857
2021-04-14,0.9192526374080893
2021-04-15,0.9240693844877207
2021-04-16,0.9285372633866766
2021-04-17,0.9328468685929394
2021-04-18,0.9368266923934155
2021-04-19,0.9407834495110016
2021-04-20,0.9444627024797109
2021-04-21,0.94776907334423
2021-04-22,0.9510859066590532
2021-04-23,0.9542000321583282
2021-04-24,0.957032454213851
2021-04-25,0.9595297185999107
2021-04-26,0.962025998323586
2021-04-27,0.9644894113886714
2021-04-28,0.9668100761415711
2021-04-29,0.9687623973144175
2021-04-30,0.9707758240191982
2021-05-01,0.972578280422358
