date,spring_no_effects
2021-01-15,0.8849250554828172
2021-01-16,0.8830429083621499
2021-01-17,0.8808394824756955
2021-01-18,0.8809187158271806
2021-01-19,0.8810863972871823
2021-01-20,0.8815170109137513
2021-01-21,0.881754317848424
2021-01-22,0.8817292322724523
2021-01-23,0.882762608030683
2021-01-24,0.8781473865739251
2021-01-25,0.8787311701026864
2021-01-26,0.8806755353881384
2021-01-27,0.879808581793075
2021-01-28,0.8823866761700312
2021-01-29,0.8836425322716138
2021-01-30,0.883596352804019
2021-01-31,0.8808767557282986
2021-02-01,0.8858139748995347
2021-02-02,0.8862990348636879
2021-02-03,0.8881145636097392
2021-02-04,0.8954247147161564
2021-02-05,0.8958182854718888
2021-02-06,0.8959324346497534
2021-02-07,0.8957382020803518
2021-02-08,0.8969887146788397
2021-02-09,0.8981257602103568
2021-02-10,0.9005146171250772
2021-02-11,0.9040106203036029
2021-02-12,0.9030230667033143
2021-02-13,0.9030022761995669
2021-02-14,0.9029264397670351
2021-02-15,0.9032639258889003
2021-02-16,0.9078319700085331
2021-02-17,0.9126493889551985
2021-02-18,0.9208253795262772
2021-02-19,0.9269284841042472
2021-02-20,0.9327277788061089
2021-02-21,0.9404890584789932
2021-02-22,0.9516043141451597
2021-02-23,0.9611339553910195
2021-02-24,0.9699970716483586
2021-02-25,0.9792202131906752
2021-02-26,0.9854097521320302
2021-02-27,0.9907174469201697
2021-02-28,0.9955191143032256
2021-03-01,1.0021264463988524
2021-03-02,1.0091189815466097
2021-03-03,1.0221297512816978
2021-03-04,1.0347144939924753
2021-03-05,1.0447939425402957
2021-03-06,1.0540995526246726
2021-03-07,1.0655310946045522
2021-03-08,1.0787288830451234
2021-03-09,1.0911086954827478
2021-03-10,1.1058747165523242
2021-03-11,1.1192528158575779
2021-03-12,1.130606028920112
2021-03-13,1.1416796093853216
2021-03-14,1.1479345913328785
2021-03-15,1.1537300311489482
2021-03-16,1.1607493341578055
2021-03-17,1.169755763726882
2021-03-18,1.1776141564487665
2021-03-19,1.185419685100992
2021-03-20,1.1926781254637768
2021-03-21,1.1945843489285344
2021-03-22,1.20184788675976
2021-03-23,1.2104679244156833
2021-03-24,1.2188359480074513
2021-03-25,1.2290908357332995
2021-03-26,1.2338045858851665
2021-03-27,1.2372443357797889
2021-03-28,1.238397551488478
2021-03-29,1.2435672621148892
2021-03-30,1.2478625600036006
2021-03-31,1.2521914597995676
2021-04-01,1.257811183984178
2021-04-02,1.262431602408355
2021-04-03,1.2678270478468068
2021-04-04,1.268402075278923
2021-04-05,1.2726092776767832
2021-04-06,1.2751320386416838
2021-04-07,1.2791110202720797
2021-04-08,1.2871117134362648
2021-04-09,1.2898973020235627
2021-04-10,1.2907654200314533
2021-04-11,1.2880068429167366
2021-04-12,1.2852668418342676
2021-04-13,1.2817110482030571
2021-04-14,1.2769807019548405
2021-04-15,1.2727677237212895
2021-04-16,1.2644749610087094
2021-04-17,1.2556333641753301
2021-04-18,1.2438402998949325
2021-04-19,1.234539023335281
2021-04-20,1.2295119359818014
2021-04-21,1.2235446877946305
2021-04-22,1.2222632020587887
2021-04-23,1.218856029276212
2021-04-24,1.2141863709992782
2021-04-25,1.2088423253644387
2021-04-26,1.206362687753238
2021-04-27,1.203918491912496
2021-04-28,1.2001750734085312
2021-04-29,1.1997684320806454
2021-04-30,1.1960874090020757
2021-05-01,1.1914461285135272
2021-05-02,1.1851131486240944
2021-05-03,1.1808671079050295
2021-05-04,1.1769939408811665
2021-05-05,1.1743129150740157
2021-05-06,1.1746112827020565
2021-05-07,1.1714638845766712
2021-05-08,1.1664322107986853
2021-05-09,1.1610018268832127
2021-05-10,1.1568221695856136
2021-05-11,1.153262295846542
2021-05-12,1.1492446355426504
2021-05-13,1.145401553328718
2021-05-14,1.1372390559769459
2021-05-15,1.1281888514716516
2021-05-16,1.1195499194095384
2021-05-17,1.1122079051365523
2021-05-18,1.1054748797138456
2021-05-19,1.098229855498246
2021-05-20,1.0924208029045612
2021-05-21,1.0851541446549091
2021-05-22,1.0774149471575452
2021-05-23,1.070189017202147
2021-05-24,1.0623946059149227
2021-05-25,1.0543435091431084
2021-05-26,1.0463116785553166
2021-05-27,1.039808694284003
2021-05-28,1.0316495714534142
2021-05-29,1.0230803958189714
2021-05-30,1.0151612065041102
2021-05-31,1.0076515656008311
