date,spring_baseline,spring_no_effects,spring_without_rapid_tests_without_seasonality,spring_without_rapid_tests_and_no_vaccinations,spring_without_vaccinations_without_seasonality
2021-01-15,0.011563671099356552,0.011012320706543937,0.011352872800763783,0.011225617321605189,0.010959753689124944
2021-01-16,0.014086988314869424,0.013349476570933019,0.014044445927254491,0.013588134123494348,0.013782093181976648
2021-01-17,0.017237010846917325,0.016284502090957092,0.017219118824985214,0.016698970147784254,0.016681304970969518
2021-01-18,0.019730857951293465,0.018913998116989784,0.019795806423909646,0.01919206961359601,0.01916730461062661
2021-01-19,0.022621589419546655,0.021683819366807182,0.02276958682871987,0.022137354464338187,0.02179046613451888
2021-01-20,0.026088400476665007,0.024953934740136387,0.026135336440054138,0.025273696111759367,0.024936748239507953
2021-01-21,0.02985581753963461,0.02852145896956137,0.030082941317742272,0.028812437966937377,0.028811055321381084
2021-01-22,0.034307799613267194,0.0327882334185587,0.034370239625796835,0.0328826828161713,0.03298631112532658
2021-01-23,0.039805809489468554,0.03782445858507835,0.03933936997517855,0.03794042701565996,0.03823550769139689
2021-01-24,0.04547081643897819,0.04339067084083217,0.04468939683483259,0.043690125394404596,0.04392902777205039
2021-01-25,0.05139395339781136,0.048597679917749104,0.04993105012710075,0.048648597763497906,0.04943836206380902
2021-01-26,0.0580346056863984,0.0543720007512043,0.05600110366084886,0.054473745097829915,0.055800783401282944
2021-01-27,0.06498967408238128,0.06064914827703968,0.06215615903594261,0.06075615886631542,0.0621051017060524
2021-01-28,0.07222231497352363,0.06754606343725013,0.06902160750173285,0.0679799105577747,0.06937945363158696
2021-01-29,0.0810498692787212,0.07514235465082504,0.07660532857767657,0.07552200442825813,0.07719971349574747
2021-01-30,0.09028085510052933,0.08431453840179073,0.08599148553142524,0.08541385033844101,0.08606899906350653
2021-01-31,0.10006533207946058,0.0940532695284735,0.09543349402948104,0.09467523156977299,0.09595024598381735
2021-02-01,0.10642060760149508,0.1002386144089864,0.10153486506399309,0.10068208910574036,0.10210591807214858
2021-02-02,0.11339175927485329,0.1069981338599394,0.10747017599522536,0.10661538234847955,0.10853658633367697
2021-02-03,0.12027252911764394,0.11422500498888792,0.11421421873621783,0.11339015823757974,0.11570531128847926
2021-02-04,0.12778092879957398,0.12175567708332392,0.1211981137554789,0.11948643875112876,0.12202267175749903
2021-02-05,0.13356237973007834,0.1281899044267232,0.12791503705803367,0.12609015984762992,0.12881943723041298
2021-02-06,0.13929846223528144,0.13310354464132085,0.13306900828996795,0.1295691052755437,0.1339344261443448
2021-02-07,0.14564420810871095,0.1382250860952788,0.13814857299411495,0.13350517451189708,0.13845722602585556
2021-02-08,0.15595766675936304,0.1481565367106567,0.14762770980913956,0.14329804523563533,0.14793231423835015
2021-02-09,0.16508131781521224,0.15835574172001485,0.15732978540173506,0.15183719270371282,0.1583314371756314
2021-02-10,0.17519101624393535,0.16778825042163634,0.16729057533988137,0.1605769177469128,0.1671465237959551
2021-02-11,0.18510251416941764,0.17785012583667328,0.17718525416249115,0.1703258150149982,0.17823169564368735
2021-02-12,0.19528773694502355,0.18884138253529067,0.18762180819166005,0.17977143481362787,0.1889133953407435
2021-02-13,0.20582848730285624,0.199896417215041,0.19799841945843816,0.1896609601635858,0.2005581174160118
2021-02-14,0.21708008196599032,0.21276023897905016,0.20873694936390927,0.20131926961685695,0.21246744694628214
2021-02-15,0.22863855017014983,0.22600095246190996,0.22107500341879802,0.21259076590208983,0.2252440534970496
2021-02-16,0.2411528066991831,0.2384645601794058,0.23431961601136717,0.22505496224405513,0.23765964843802065
2021-02-17,0.2539513301950152,0.25263636108913284,0.24748650412741202,0.23820141396623695,0.252700197607188
2021-02-18,0.2679590250969723,0.266070947915997,0.26135711811714074,0.2511138341877602,0.26570757307518017
2021-02-19,0.28325393571522817,0.2812339079199232,0.27520254899994223,0.2657527294317402,0.2807927403981388
2021-02-20,0.29802630286664394,0.29745433466266297,0.29049424194548445,0.28129806458835394,0.296223273869816
2021-02-21,0.3130686119682479,0.3116951958541427,0.3072341470223291,0.2956650183184008,0.31265631471922173
2021-02-22,0.3296552152884466,0.327923066259592,0.32368254519647643,0.3114489271263888,0.3290269853964346
2021-02-23,0.3445383262097398,0.34295093271897914,0.3399171388363977,0.32719574725362277,0.34511500833189984
2021-02-24,0.3617277247440271,0.35903225665899996,0.35621205713053733,0.3429811957757012,0.36171880483930163
2021-02-25,0.3784333254447042,0.37636647271571544,0.37323544004020004,0.3598897067951968,0.3791666137137748
2021-02-26,0.3946669150637276,0.3933531878259754,0.3912627275975338,0.3770369466824027,0.39651154459619387
2021-02-27,0.41205593703508775,0.4099797121367495,0.4086301552081741,0.39542125006865425,0.4131887355085894
2021-02-28,0.42888041070031757,0.4288378471701534,0.42667195297538235,0.41340084687320855,0.43103370329297025
2021-03-01,0.44530258243667536,0.44597915907461766,0.44413741294883896,0.43172363687742105,0.44977674287219316
2021-03-02,0.4644756943904407,0.4657202265689841,0.46120575321232776,0.4505826749225955,0.46762789507401303
2021-03-03,0.48104745293184675,0.48379253356445184,0.47843353821108875,0.46838368257826773,0.4855054557693903
2021-03-04,0.49811199091094804,0.5026050915834747,0.49685585828965967,0.48678783233026146,0.5047540171620614
2021-03-05,0.5155935142981247,0.5208420831215689,0.5144490919070132,0.5052491539557102,0.522751372381249
2021-03-06,0.5338385657846155,0.5396784268865382,0.5331925382671467,0.5225422413855348,0.5410900581338223
2021-03-07,0.5519843535482959,0.558324428651672,0.5503030027962066,0.5401654004548255,0.559390105602493
