date,spring_baseline,spring_no_effects,spring_without_rapid_tests_without_seasonality,spring_without_rapid_tests_and_no_vaccinations,spring_without_vaccinations_without_seasonality
2021-01-15,0.8800903943367262,0.8811571820558198,0.880383191080013,0.8776561954380615,0.879071976159676
2021-01-16,0.8775263476152976,0.878683837108596,0.878901640943399,0.8752057590724278,0.8759515140360024
2021-01-17,0.8751889977003391,0.8751575128493202,0.8761429156052802,0.8716876214816135,0.8719819358517372
2021-01-18,0.8754061780739077,0.8746020890652703,0.876484749269559,0.870978783526666,0.8727454106803038
2021-01-19,0.8739508345414345,0.8735645170436162,0.8758235057402268,0.8698094037474836,0.8715514230095086
2021-01-20,0.8722675836715845,0.8736320366552967,0.877306874511232,0.8690712203168723,0.8701809255556633
2021-01-21,0.8735673746449458,0.8756215936099316,0.878424876208656,0.8737213299087911,0.8716170780380956
2021-01-22,0.8716392581735879,0.8737543148565089,0.877918584796726,0.871188850748799,0.8694515211023467
2021-01-23,0.8692170345435937,0.8729230365175212,0.8750053270692625,0.8700786194421958,0.8679351037157196
2021-01-24,0.8655283377471202,0.8716192432704536,0.872263241521189,0.8677641782961271,0.8670967942624535
2021-01-25,0.8650974187467548,0.8729071418882147,0.8747579966187666,0.8685524567130032,0.8668954309888554
2021-01-26,0.8652218676754287,0.8743910445780683,0.8746431538412224,0.8685454999564872,0.8665928948581413
2021-01-27,0.8649732756071747,0.8771163155269375,0.8755079955203409,0.8709123128468067,0.8675966419389063
2021-01-28,0.8661408406246707,0.8789408564667317,0.8768967722484968,0.8746316950318462,0.8715100019670545
2021-01-29,0.864551917319608,0.879808394608417,0.877151107346084,0.8728933024327624,0.8707707960533593
2021-01-30,0.8637989425053976,0.8797621065711472,0.8775064484719489,0.8720495627277548,0.8696437327107046
2021-01-31,0.8626629566584841,0.8776667840169758,0.8766621574308838,0.8702936084316479,0.8685804970195501
2021-02-01,0.8618092690487378,0.8789281904407509,0.8776228349995573,0.872143369337239,0.8681744958288609
2021-02-02,0.8606330812461639,0.8773501309770569,0.8763570005058102,0.8725386285368782,0.8704815095853923
2021-02-03,0.8618055068516616,0.8781060051773607,0.8783115763732765,0.8744714662549973,0.8711464880497833
