date,spring_baseline,spring_no_effects,spring_without_rapid_tests_without_seasonality,spring_without_rapid_tests_and_no_vaccinations,spring_without_vaccinations_without_seasonality
2021-01-15,128.2016475004148,124.26281574757003,124.68226829017787,124.26568871019063,128.12264102834826
2021-01-16,124.35762351404989,121.04509761249624,121.07382723870226,120.62133562595751,124.68801421541905
2021-01-17,120.64719228954294,117.28438954212878,117.41079989743524,116.7816210835235,121.18012685566454
2021-01-18,117.60041543039492,113.79230347678755,114.22468435118809,113.52799091569223,117.92649668783324
2021-01-19,114.91994130537365,111.12044823962808,111.70509613292052,110.71536051012326,115.551993081906
2021-01-20,112.24521310559359,108.57356687646475,108.8508077693528,107.93576917469122,113.04389671412083
2021-01-21,109.3736869663023,105.47364020883566,105.59861408283183,104.80423991823548,109.95258893435354
2021-01-22,106.1387310555049,102.44553760672156,102.2846516999679,101.51900716157759,106.89575670603345
2021-01-23,103.14079456090715,99.42461741115902,99.43036333640025,98.42626290049996,104.12191129584262
2021-01-24,100.28219675340861,96.83033216475577,96.6823745897948,95.5691015743117,101.39116032496081
2021-01-25,97.60028614707701,94.28345080159247,94.28057783897188,93.1845425992124,98.93046784041553
2021-01-26,95.37661307873138,92.43469935523537,92.26375807930957,91.04705840948482,96.998400478061
2021-01-27,93.23625592638321,90.34605553005801,90.31445294123141,88.90526477582631,94.79052870412868
2021-01-28,90.61036809115335,88.29763318156908,87.9413858166145,86.4934126558313,92.99205410363207
2021-01-29,88.49155815845968,86.12280047777371,85.84986902881654,84.20940737245304,91.06142322258783
2021-01-30,86.35120100611151,84.17924126493672,83.72962261481258,82.10496225286239,88.8592973738967
2021-01-31,84.09017942369807,82.05899485093275,81.85788746749064,80.02637379685713,86.73043207203094
2021-02-01,82.23280908947913,80.55356243773751,80.08526953057945,77.97076904181671,84.70786638712742
2021-02-02,80.87102480731396,79.32968036136126,78.63155044455507,76.56876328296313,83.29867822172233
2021-02-03,79.29233184729341,77.9908797801609,77.15915710149673,75.11217123431814,81.98429782279712
2021-02-04,77.34589967183585,76.3461086798665,75.58764654802766,73.0680583297601,79.83388530127682
2021-02-05,75.41095934686068,74.7300672057781,74.04486562076463,71.19201373850727,77.90038145761196
2021-02-06,73.53922419953875,72.99623426424505,72.14871029116759,69.35906358656347,76.19096869835403
2021-02-07,71.42616019208627,71.28251206105621,70.22095237274392,67.41263141110588,74.40254946702953
2021-02-08,69.73829465248285,69.79719038620517,68.58623664162162,65.6227756984711,72.86551446500769
2021-02-09,68.3463442628014,68.48568294990055,67.40113956062348,63.9851870047282,71.70196460366404
2021-02-10,66.63118557830222,67.12102570511482,66.03935527845833,62.36339960539859,70.07874072302414
2021-02-11,64.786743575876,65.4590168290968,64.42618676699054,60.7229379490351,68.66524311368816
2021-02-12,63.23103431682026,64.23226179009991,62.77997918538582,59.365463110800846,67.26180087352431
2021-02-13,61.97842261423797,63.17357506440823,61.834774483207894,57.939037169672154,66.26488284417555
2021-02-14,61.36073565080863,63.17357506440822,61.77444226817527,57.12742522935221,65.85979511467072
2021-02-15,60.770341832275015,63.42639577502117,61.54891470245804,56.858803224325975,65.96322176901238
2021-02-16,60.882387374478476,64.09579606562133,62.01289816568519,57.25527206596898,66.26488284417555
2021-02-17,61.03321791206006,64.7422126552567,62.448152002706344,57.55980610375275,66.83516592436496
2021-02-18,61.42825027239277,65.61272032929898,63.22528839157908,57.90312513691463,67.30489531283332
2021-02-19,61.54316877721683,66.80930926077954,64.1647471685158,58.170310660630584,68.20556909439192
2021-02-20,61.633667099765766,67.96854967819226,64.96199429573272,58.65153189958135,68.95541233836893
2021-02-21,61.57046192211255,68.61927571175855,65.31105925413583,58.848329839092564,69.37917432490765
2021-02-22,61.553224146388935,69.2843665584278,65.9991338017699,58.94744704950331,69.85034019468632
2021-02-23,61.37079101998074,69.78857149834339,66.61682076519925,58.98479556357113,70.45940827025386
2021-02-24,61.80173541307097,70.87455136893078,67.40113956062346,59.243362199425285,71.51809499594555
2021-02-25,62.058865567614816,72.1860588052354,68.46557221155636,59.40137514355836,73.12120813824123
2021-02-26,62.479754591532945,73.10684332513821,69.48116449793903,59.85961268154433,74.23304467241405
2021-02-27,63.050037671722365,74.3652009529617,70.71797490610803,60.5275764908342,75.50576711334055
2021-02-28,63.354571709506125,75.72554875381657,71.85423162255593,60.833547009928246,76.8847891712293
2021-03-01,63.8243010979745,77.09020599860231,73.27347515713312,61.49432841266662,78.18480475705152
2021-03-02,64.32850603789005,78.545361565937,74.47437353254458,62.07466686202814,79.50780404383858
2021-03-03,65.15304631000272,80.16140304002539,76.05881241780635,62.79003455455795,81.66108952797943
2021-03-04,66.50621170430607,82.28595889796028,77.824247948166,63.83004702321571,84.19360607803974
2021-03-05,67.93263764543475,84.54410751775312,79.76780716100299,64.85138523483958,87.35242847939118
2021-03-06,69.56160745131587,86.84822353947558,81.94694930872929,65.64432291812561,90.97092490003887
2021-03-07,71.57699072966786,89.90936521172657,84.4852117840308,67.2704197613861,94.38975041855477
2021-03-08,73.32662496561422,92.6947024723998,86.74766984775455,68.39805758997224,98.0886897925793
2021-03-09,75.52587785168474,95.46998436390095,89.1882515939556,69.29442192759991,102.19702634003957
2021-03-10,77.63894185913722,98.52538011091072,91.86010683111508,70.71366546217709,106.32978306977492
2021-03-11,79.72902216562484,102.11801986797302,94.80632999854198,71.92030976282976,111.1190117583178
2021-03-12,81.9728059723147,106.01806662543964,97.84592445113846,73.38408421802625,116.053325059201
2021-03-13,84.20509792852214,110.17093409351924,101.20585423593204,75.14808326707566,121.27062517821348
